G1	第一個字母
G4992	挽救的
G4993	頭腦清楚健全
G4994	勉勵
G4995	自制
G4996	慎重地
G4997	理智
G4998	慎思明辨的
G4999	三酒館
G5000	大比大
G5001	部隊
G5002	固定的
G5003	經受哀傷
G5004	辛苦
G5005	悲慘的
G5006	他連得重
G5007	天平
G5008	大利大
G5009	儲藏室
G5010	次序
G5011	低下的
G5012	謙遜
G5013	降低
G5014	家道中衰
G5015	搖晃
G5016	攪動
G5017	心情騷動
G5018	大數
G5019	大數
G5020	比陰府還要低的地方
G5021	安排就緒
G5022	公牛或被閹的公牛
G5023	這些
G5024	即使這樣
G5025	那些
G5026	這
G5027	埋葬處
G5028	墳墓
G5029	或者
G5030	短暫
G5031	立刻
G5032	更敏捷的
G5033	非常的快
G5034	快速
G5035	快速地
G5036	快速的
G5037	因此
G5038	牆
G5039	證明
G5040	小孩子
G5041	生育子女
G5042	生產
G5043	子女
G5044	養育兒女
G5045	建築工
G5046	完全的
G5047	完熟
G5048	完成
G5049	完全地
G5050	完全
G5051	完全者
G5052	完熟結果實
G5053	結束
G5054	終結
G5055	結束
G5056	結束
G5057	稅吏
G5058	稅關
G5059	奇蹟
G5060	德丟
G5061	帖士羅
G5062	四十
G5063	四十年
G5064	四
G5065	第十四的
G5066	在第四天
G5067	第四
G5068	四方形的
G5069	四個軍人一組
G5070	四千
G5071	四百
G5072	四個月的
G5073	四倍的
G5074	四隻腳的動物
G5075	做分封王
G5076	分封王
G5077	焚燒成灰燼
G5078	技術
G5079	工匠
G5080	成為液體
G5081	明顯地
G5082	如此巨大
G5083	看守
G5084	看管
G5085	提比哩亞
G5086	提比留
G5087	置
G5088	分娩
G5089	摘
G5090	底買
G5091	評估
G5092	價格
G5093	高價的
G5094	豐足
G5095	提摩太
G5096	提門
G5097	施以懲處
G5098	懲罰
G5099	接受懲處
G5100	某些
G5101	誰
G5102	刻印文字
G5103	提多
G5104	的確
G5105	為此理由
G5106	因此
G5107	如此
G5108	如同這個
G5109	牆
G5110	利息
G5111	敢於
G5112	勇敢的
G5113	大膽之人
G5114	更銳利的
G5115	弓
G5116	黃玉
G5117	地方
G5118	指數量
G5119	在那時候
G5120	他的
G5121	相反地
G5122	名叫
G5123	那就是
G5124	那個
G5125	這些
G5126	這
G5127	這個
G5128	這些
G5129	對這一個
G5130	這些的……
G5131	公山羊
G5132	桌子
G5133	兌幣者
G5134	傷口
G5135	傷害
G5136	敞開
G5137	脖頸
G5138	粗糙
G5139	特拉可尼
G5140	三
G5141	顫抖
G5142	滋養
G5143	奔跑
G5144	形容詞
G5145	三百
G5146	薊屬植物
G5147	道路
G5148	三年之久
G5149	咬牙切齒
G5150	三個月
G5151	三次
G5152	三樓
G5153	三千
G5154	第三
G5155	毛製的
G5156	顫慄
G5157	轉動
G5158	方式
G5159	情緒
G5160	食物
G5161	特羅非摩
G5162	乳母
G5163	轍跡
G5164	輪子
G5165	碗
G5166	收集
G5167	斑鳩
G5168	洞
G5169	洞
G5170	土非拿
G5171	為享樂而活
G5172	糜爛
G5173	土富撒
G5174	特羅亞
G5175	特羅基利翁
G5176	嚼食
G5177	得到
G5178	刑具
G5179	擊打
G5180	擊打
G5181	推喇奴
G5182	煩躁不安
G5183	推羅人
G5184	推羅
G5185	瞎眼
G5186	失明
G5187	冒煙
G5188	冒煙
G5189	旋風般的
G5190	推基古
G5191	紫藍色的
G5192	橘紅色寶石或藍寶石
G5193	玻璃的
G5194	水晶
G5195	侮慢
G5196	傲慢無禮
G5197	傲慢
G5198	健康的
G5199	身體健康
G5200	潮濕的
G5201	水罐
G5202	喝水
G5203	水腫的
G5204	水
G5205	雨
G5206	領養
G5207	兒子
G5208	木頭
G5209	你們
G5210	你們
G5211	許米乃
G5212	屬於你們的
G5213	你們
G5214	及物動詞
G5215	讚美詩歌
G5216	你們的
G5217	離開
G5218	遵守
G5219	聽從
G5220	已婚的
G5221	見面
G5222	來會見
G5223	產業
G5224	財業
G5225	存在
G5226	臣服
G5227	相對的
G5228	為了……
G5229	不當地高舉自己
G5230	過了適婚年齡
G5231	……之上
G5232	大量成長
G5233	字意
G5234	意料之外的更多
G5235	超越
G5236	過度
G5237	錯過
G5238	在更遠處
G5239	超過原定的界線
G5240	滿溢
G5241	說情
G5242	字意的
G5243	驕傲
G5244	驕傲
G5245	徹底制勝
G5246	腫脹
G5247	優秀
G5248	過量
G5249	超過一切測度
G5250	滿溢
G5251	升起
G5252	傲慢
G5253	屋子的最上層
G5254	受罰
G5255	順服的
G5256	船員
G5257	助手
G5258	睡覺
G5259	帶所有格
G5260	私下唆使
G5261	字意
G5262	範例
G5263	指導
G5264	歡迎
G5265	綁上
G5266	綁帶子的拖鞋
G5267	有承責的
G5268	字意
G5269	從底層加固
G5270	在……之下
G5271	答覆
G5272	回答
G5273	演員
G5274	帶上
G5275	留下剩餘的
G5276	放在榨酒器下面的容器
G5277	離開
G5278	留下
G5279	提醒
G5280	提醒
G5281	堅定
G5282	懷疑
G5283	懷疑
G5284	在背風面航行
G5285	在底下吹
G5286	腳凳
G5287	實質
G5288	退回
G5289	猶豫
G5290	轉回
G5291	展開
G5292	服從
G5293	使之順服
G5294	放下
G5295	在背風處跑或航行
G5296	模式
G5297	承受
G5298	離開
G5299	眼圈打黑
G5300	母豬
G5301	牛膝草
G5302	錯過
G5303	缺乏
G5304	需要
G5305	再下來的
G5306	之後的
G5307	編織的
G5308	高聳的
G5309	自高自大
G5310	最高的
G5311	高
G5312	舉起
G5313	上面的世界
G5314	貪婪的人
G5315	吃
G5316	照亮
G5317	法勒
G5318	明顯的
G5319	顯出來
G5320	開放地
G5321	顯示
G5322	火把
G5323	法內利
G5324	出現
G5325	炫目
G5326	幽靈
G5327	山谷
G5328	法老
G5329	法勒斯
G5330	一個猶太教派
G5331	法術
G5332	法師
G5333	魔法師
G5334	報告
G5335	說
G5336	馬廄
G5337	卑劣的
G5338	光
G5339	免除
G5340	些微地
G5341	斗篷
G5342	攜帶
G5343	逃走
G5344	腓力斯
G5345	消息
G5346	說
G5347	[波求]非斯都
G5348	先到達
G5349	會朽壞的
G5350	發言
G5351	破壞
G5352	晚秋的
G5353	樂器的音調
G5354	忌妒
G5355	嫉妒
G5356	腐壞
G5357	碗
G5358	喜好良善的
G5359	非拉鐵非
G5360	手足之情
G5361	有兄弟之情
G5362	愛丈夫
G5363	仁慈
G5364	善意地
G5365	貪財
G5366	貪財的
G5367	專愛自己
G5368	喜愛
G5369	喜愛享樂
G5370	親吻
G5371	腓利門
G5372	腓理徒
G5373	友誼
G5374	腓利比的居民
G5375	腓立比
G5376	腓力
G5377	愛上帝
G5378	非羅羅古
G5379	爭論
G5380	好勝的
G5381	好客
G5382	好客的
G5383	想要站在首位
G5384	形容詞
G5385	哲學
G5386	哲學家
G5387	摯愛的
G5388	愛自己的兒女
G5389	有企圖心
G5390	親切的
G5391	友善
G5392	使沉默
G5393	弗勒干
G5394	點火
G5395	火焰
G5396	胡言亂語
G5397	愛說閒話的
G5398	恐怖的
G5399	驚恐
G5400	可怕的景象或事件
G5401	威嚇
G5402	非比
G5403	腓尼基
G5404	棕櫚樹
G5405	非尼基
G5406	殺人兇手
G5407	謀殺
G5408	謀殺
G5409	長期背負著
G5410	市
G5411	貢物
G5412	使載重
G5413	重擔
G5414	貨物
G5415	福徒拿都
G5416	鞭子
G5417	鞭打
G5418	樹籬
G5419	解釋
G5420	關閉
G5421	井
G5422	欺瞞
G5423	欺騙者
G5424	思考
G5425	顫抖
G5426	認為
G5427	思考方式
G5428	思考方式
G5429	聰明
G5430	精明地
G5431	思考
G5432	看守
G5433	噴鼻息
G5434	乾柴枝
G5435	弗呂家
G5436	腓吉路
G5437	逃走
G5438	看守
G5439	拘留
G5440	禱告帶
G5441	守衛
G5442	守衛
G5443	部族
G5444	葉子
G5445	麵團
G5446	自然的
G5447	自然的
G5448	吹噓
G5449	自然界
G5450	高傲
G5451	植物
G5452	種植
G5453	冒出來
G5454	獸穴
G5455	出聲
G5456	聲音
G5457	光
G5458	星星
G5459	放光
G5460	明亮
G5461	照耀
G5462	光明
G5463	喜樂
G5464	冰雹
G5465	往下放
G5466	迦勒底人
G5467	艱困的
G5468	勒馬
G5469	馬勒
G5470	黃銅色的
G5471	鐵匠
G5472	玉髓
G5473	壺
G5474	精銅
G5475	黃銅
G5476	在地上
G5477	迦南
G5478	迦南人
G5479	喜樂
G5480	印章
G5481	銘刻
G5482	木樁
G5483	惠施
G5484	為了
G5485	魅力
G5486	恩賜
G5487	施惠予
G5488	哈蘭
G5489	紙張
G5490	字意
G5491	嘴唇
G5492	在暴風雨中顛簸
G5493	乾河谷
G5494	暴風雨
G5495	手
G5496	以手牽引
G5497	領導者
G5498	記錄
G5499	用手做出來的
G5500	挑選
G5501	更糟
G5502	基路伯
G5503	寡婦
G5504	昨天
G5505	一千個
G5506	千夫長
G5507	一千
G5508	基阿
G5509	ֲָ搬回或搬離
G5510	雪
G5511	軍裝的外袍
G5512	嘲笑
G5513	溫熱的
G5514	革來氏
G5515	綠色的
G5516	六百六十六
G5517	泥土的
G5518	一升
G5519	豬
G5520	生氣
G5521	膽汁
G5522	土壤
G5523	哥拉汛
G5524	供給
G5525	舞蹈
G5526	餵養
G5527	食物
G5528	青草
G5529	苦撒
G5530	使用
G5531	借出
G5532	需求
G5533	債主
G5534	有必要
G5535	有……需要
G5536	財富
G5537	顯明神的指示或警告
G5538	神的回答
G5539	合用的
G5540	用處
G5541	有恩慈
G5542	動聽
G5543	容易的
G5544	正直
G5545	塗抹
G5546	基督徒
G5547	受膏者
G5548	以油膏膏之
G5549	繼續留下
G5550	時間
G5551	消耗時間
G5552	金的
G5553	金子
G5554	有金戒指的
G5555	貴橄欖石
G5556	綠玉髓
G5557	金子
G5558	用金子裝飾
G5559	皮膚
G5560	跛的
G5561	陸地
G5562	離開
G5563	分開
G5564	地方
G5565	分離
G5566	西北
G5567	意
G5568	讚美詩
G5569	假弟兄
G5570	假使徒
G5571	說謊的
G5572	假教師
G5573	說謊的
G5574	說謊
G5575	假見證人
G5576	作假見
G5577	假見證
G5578	假先知
G5579	謊言
G5580	假彌賽亞
G5581	錯誤稱呼的
G5582	虛假
G5583	說謊者
G5584	觸摸
G5585	算出
G5586	小圓石
G5587	私下嚼舌
G5588	造謠者
G5589	少量
G5590	生命氣息
G5591	天然的
G5592	冷
G5593	冰冷的
G5594	熄滅
G5595	餵食
G5596	零碎
G5597	搓成小片
G5598	最後
G5599	感嘆詞
G5600	是
G5601	俄備得
G5602	這裡
G5603	歌曲
G5604	生產之痛苦
G5605	經受生產之痛
G5606	肩頭
G5607	是
G5608	購買
G5609	蛋
G5610	一段沒有特定的時間
G5611	時機恰當的
G5612	吼叫
G5613	比較分詞：正如
G5614	和散那
G5615	照樣地
G5616	就好像是
G5617	何西阿
G5618	正如
G5619	如同
G5620	以致
G5621	耳朵
G5622	用處
G5623	協助
G5624	有益處的
