G70001	Ἀαρών	aarōn	aaron	Aaron
G74136	προγινώσκω	proginōskō	proyiynosko	to know beforehand
G74137	πρόγνωσις	prognōsis	prognosiys	foreknowledge
G74138	πρόγονος	progonos	progonos	parents
G74139	προγράφω	prographō	prografo	to write beforehand
G74140	πρόδηλος	prodēlos	proðiylos	obvious
G74141	προδίδωμι	prodidōmi	proðiyðomiy	to give beforehand
G74142	προδότης	prodotēs	proðotiys	traitor
G74143	πρόδρομος	prodromos	proðromos	going before
G74144	προελπίζω	proelpizō	proelpiyzo	to be the first to hope
G74145	προενάρχομαι	proenarchomai	proenarkhome	to begin beforehand
G74146	προεπαγγέλλομαι	proepangellomai	proepanggellome	to promise beforehand
G74147	προέρχομαι	proerchomai	proerkhome	to go on ahead
G74148	προετοιμάζω	proetoimazō	proetiymazo	to prepare in advance
G74149	προευαγγελίζομαι	proeuangelizomai	proevanggeliyzome	to announce the gospel in advance
G74150	προέχομαι	proechomai	proekhome	to be better off
G74151	προηγέομαι	proēgeomai	priyyeome	to put above
G74152	πρόθεσις	prothesis	proθesiys	plan
G74153	προθεσμία	prothesmia	proθezmiya	set time
G74154	προθυμία	prothymia	proθiymiya	eagerness
G74155	πρόθυμος	prothymos	proθiymos	willing
G74156	προθύμως	prothymōs	proθiymos	willingly
G74157	πρόϊμος	proimos	proiymos	early
G74158	προΐστημι	proistēmi	proiystiymiy	to manage
G74159	προκαλέομαι	prokaleomai	prokaleome	to provoke
G74160	προκαταγγέλλω	prokatangellō	prokatanggello	to foretell
G74161	προκαταρτίζω	prokatartizō	prokatartiyzo	to arrange for in advance
G74162	πρόκειμαι	prokeimai	prokiyme	to be set before
G74163	προκηρύσσω	prokēryssō	prokiyriysso	to preach beforehand
G74164	προκοπή	prokopē	prokopiy	progress
G74165	προκόπτω	prokoptō	prokopto	to go ahead
G74166	πρόκριμα	prokrima	prokriyma	partiality
G74167	προκυρόω	prokyroō	prokiyroo	to establish previously
G74168	προλαμβάνω	prolambanō	prolamvano	to take beforehand
G74169	προλέγω	prolegō	prolego	to tell beforehand
G74170	προμαρτύρομαι	promartyromai	promartiyrome	to predict
G74171	προμελετάω	promeletaō	promeletao	to plan ahead
G74172	προμεριμνάω	promerimnaō	promeriymnao	to worry beforehand
G74173	προνοέω	pronoeō	pronoeo	to provide for
G74174	πρόνοια	pronoia	proniya	foresight
G74175	προοράω	prooraō	proorao	to see previously
G74176	προορίζω	proorizō	prooriyzo	to predestine
G74177	προπάσχω	propaschō	propaskho	to suffer previously
G74178	προπάτωρ	propatōr	propator	forefather
G74179	προπέμπω	propempō	propempo	to accompany
G74180	προπετής	propetēs	propetiys	rash
G74181	προπορεύομαι	proporeuomai	proporevome	to go before
G74182	πρός	pros	pros	to
G74183	προσάββατον	prosabbaton	prosavvaton	day before the Sabbath
G74184	προσαγορεύω	prosagoreuō	prosagorevo	to designate
G74185	προσάγω	prosagō	prosago	to bring to
G74186	προσαγωγή	prosagōgē	prosagoyiy	access
G74187	προσαιτέω	prosaiteō	proseteo	to beg
G74188	προσαίτης	prosaitēs	prosetiys	beggar
G74189	προσαναβαίνω	prosanabainō	prosanaveno	to move up
G74190	προσαναλίσκω	prosanaliskō	prosanaliysko	to spend lavishly
G74191	προσαναπληρόω	prosanaplēroō	prosanapliyroo	to supply
G74192	προσανατίθημι	prosanatithēmi	prosanatiyθiymiy	to add
G74193	προσαπειλέομαι	prosapeileomai	prosapiyleome	to threaten further
G74194	προσδαπανάω	prosdapanaō	prozðapanao	to spend extra
G74195	προσδέομαι	prosdeomai	prozðeome	to need
G74196	προσδέχομαι	prosdechomai	prozðekhome	to receive
G74197	προσδοκάω	prosdokaō	prozðokao	to look forward to
G74198	προσδοκία	prosdokia	prozðokiya	anticipation
G74199	προσεάω	proseaō	proseao	to allow to go farther
G74200	προσεργάζομαι	prosergazomai	prosergazome	to earn more
G74201	προσέρχομαι	proserchomai	proserkhome	to come to
G74202	προσευχή	proseuchē	prosefkhiy	prayer
G74203	προσεύχομαι	proseuchomai	prosefkhome	to pray
G74204	προσέχω	prosechō	prosekho	to watch out
G74205	προσηλόω	prosēloō	prosiyloo	to nail to
G74206	προσήλυτος	prosēlytos	prosiyliytos	Gentile convert
G74207	πρόσκαιρος	proskairos	proskeros	temporary
G74208	προσκαλέομαι	proskaleomai	proskaleome	to call
G74209	προσκαρτερέω	proskartereō	proskartereo	to join
G74210	προσκαρτέρησις	proskarterēsis	proskarteriysiys	perseverance
G74211	προσκεφάλαιον	proskephalaion	proskefaleon	cushion
G74212	προσκληρόομαι	prosklēroomai	proskliyroome	to be joined with
G74213	προσκλίνομαι	prosklinomai	proskliynome	to be rallied to
G74214	πρόσκλισις	prosklisis	proskliysiys	favoritism
G74215	προσκολλάομαι	proskollaomai	proskollaome	to be united to
G74216	πρόσκομμα	proskomma	proskomma	stumbling block
G74217	προσκοπή	proskopē	proskopiy	stumbling block
G74218	προσκόπτω	proskoptō	proskopto	to strike
G74219	προσκυλίω	proskyliō	proskiyliyo	to roll in front of
G74220	προσκυνέω	proskyneō	proskiyneo	to worship
G74221	προσκυνητής	proskynētēs	proskiyniytiys	worshiper
G74222	προσλαλέω	proslaleō	proslaleo	to talk with
G74223	προσλαμβάνομαι	proslambanomai	proslamvanome	to take aside
G74224	πρόσλημψις	proslēmpsis	prosliympsiys	acceptance
G74225	προσμένω	prosmenō	prozmeno	to be with
G74226	προσορμίζομαι	prosormizomai	prosormiyzome	to be anchored
G74227	προσοφείλω	prosopheilō	prosofiylo	to owe
G74228	προσοχθίζω	prosochthizō	prosokhθiyzo	to be angry
G74229	πρόσπεινος	prospeinos	prospiynos	hungry
G74230	προσπήγνυμι	prospēgnymi	prospiygniymiy	to nail to
G74231	προσπίπτω	prospiptō	prospiypto	to fall down before
G74232	προσποιέομαι	prospoieomai	prospiyeome	to act as if
G74233	προσπορεύομαι	prosporeuomai	prosporevome	to come to
G74234	προσρήγνυμι	prosrēgnymi	prozriygniymiy	to strike upon
G74235	προστάσσω	prostassō	prostasso	to command
G74236	προστάτις	prostatis	prostatiys	helper
G74237	προστίθημι	prostithēmi	prostiyθiymiy	to add to
G74238	προστρέχω	prostrechō	prostrekho	to run up to
G74239	προσφάγιον	prosphagion	prosfayiyon	fish
G74240	πρόσφατος	prosphatos	prosfatos	new
G74241	προσφάτως	prosphatōs	prosfatos	newly
G74242	προσφέρω	prospherō	prosfero	to bring to
G74243	προσφιλής	prosphilēs	prosfiyliys	lovely
G74244	προσφορά	prosphora	prosfora	offering
G74245	προσφωνέω	prosphōneō	prosfoneo	to call out
G74246	πρόσχυσις	proschysis	proskhiysiys	sprinkling
G74247	προσψαύω	prospsauō	prospsavo	to touch
G74248	προσωπολημπτέω	prosōpolēmpteō	prosopoliympteo	to show favoritism
G74249	προσωπολήμπτης	prosōpolēmptēs	prosopoliymptiys	one who shows favoritism
G74250	προσωπολημψία	prosōpolēmpsia	prosopoliympsiya	favoritism
G74251	πρόσωπον	prosōpon	prosopon	face
G74252	προτείνω	proteinō	protiyno	to stretch out
G74253	πρότερος	proteros	proteros	before
G74254	προτίθεμαι	protithemai	protiyθeme	to plan
G74255	προτρέπομαι	protrepomai	protrepome	to encourage
G74256	προτρέχω	protrechō	protrekho	to run ahead
G74257	προϋπάρχω	proyparchō	proiyparkho	to exist formerly
G74258	πρόφασις	prophasis	profasiys	excuse
G74259	προφέρω	propherō	profero	to bring out
G74260	προφητεία	prophēteia	profiytiya	prophecy
G74261	προφητεύω	prophēteuō	profiytevo	to prophesy
G74262	προφήτης	prophētēs	profiytiys	prophet
G74263	προφητικός	prophētikos	profiytiykos	prophetic
G74264	προφῆτις	prophētis	profiytiys	prophetess
G74265	προφθάνω	prophthanō	profθano	to anticipate
G74266	προχειρίζομαι	procheirizomai	prokhiyriyzome	to choose
G74267	προχειροτονέω	procheirotoneō	prokhiyrotoneo	to choose beforehand
G74268	Πρόχορος	prochoros	prokhoros	Procorus
G74269	πρύμνα	prymna	priymna	stern
G74270	πρωΐ	prōi	proiy	early in the morning
G74271	πρωΐα	prōia	proiya	early morning
G74272	πρωϊνός	prōinos	proiynos	early
G74273	πρῷρα	prōra	prora	bow
G74274	πρωτεύω	prōteuō	protevo	to be supreme
G74275	πρωτοκαθεδρία	prōtokathedria	protokaθeðriya	most important seat
G74276	πρωτοκλισία	prōtoklisia	protokliysiya	place of honor
G74277	πρῶτον	prōton	proton	first
G74278	πρῶτος	prōtos	protos	first
G74279	πρωτοστάτης	prōtostatēs	protostatiys	ringleader
G74280	πρωτοτόκια	prōtotokia	prototokiya	inheritance rights
G74281	πρωτότοκος	prōtotokos	prototokos	firstborn
G74282	πρώτως	prōtōs	protos	for the first time
G74283	πταίω	ptaiō	pteo	to stumble
G74284	πτέρνα	pterna	pterna	heel
G74285	πτερύγιον	pterygion	pteriyyiyon	highest point
G74286	πτέρυξ	pteryx	pteriyks	wing
G74287	πτηνόν	ptēnon	ptiynon	winged, with feathers
G74288	πτοέομαι	ptoeomai	ptoeome	to be startled
G74289	πτόησις	ptoēsis	ptiysiys	something alarming
G74290	Πτολεμαΐς	ptolemais	ptolemaiys	Ptolemais
G74291	πτύον	ptyon	ptiyon	a winnowing fork
G74292	πτύρομαι	ptyromai	ptiyrome	to be frightened
G74293	πτύσμα	ptysma	ptiyzma	saliva
G74294	πτύσσω	ptyssō	ptiysso	to roll up
G74295	πτύω	ptyō	ptiyo	to spit
G74296	πτῶμα	ptōma	ptoma	dead body
G74297	πτῶσις	ptōsis	ptosiys	falling
G74298	πτωχεία	ptōcheia	ptokhiya	poverty
G74299	πτωχεύω	ptōcheuō	ptokhevo	to be poor
G74300	πτωχός	ptōchos	ptokhos	poor
G74301	πυγμή	pygmē	piygmiy	fist
G74302	πύθων	pythōn	piyθon	spirit of divination
G74303	πυκνά	pykna	piykna	spirit of divination
G74304	πυκνός	pyknos	piyknos	often
G74305	πυκτεύω	pykteuō	piyktevo	to fight with the fist
G74306	πύλη	pylē	piyliy	gate
G74307	πυλών	pylōn	piylon	gate
G74308	πυνθάνομαι	pynthanomai	piynθanome	to ask
G74309	πῦρ	pyr	piyr	fire
G74310	πυρά	pyra	piyra	fire
G74311	πύργος	pyrgos	piyrgos	tower
G74312	πυρέσσω	pyressō	piyresso	to burn with a fever
G74313	πυρετός	pyretos	piyretos	fever
G74314	πύρινος	pyrinos	piyriynos	fiery red
G74315	πυρόομαι	pyroomai	piyroome	to burn
G74316	πυρράζω	pyrrazō	piyrrazo	to be red
G74317	πυρρός	pyrros	piyrros	fiery red
G74318	Πύρρος	pyrros	piyrros	Pyrrhus
G74319	πύρωσις	pyrōsis	piyrosiys	burning
G74320	πωλέω	pōleō	poleo	to sell
G74321	πῶλος	pōlos	polos	colt
G74322	πώποτε	pōpote	popote	ever
G74323	πωρόω	pōroō	poroo	to harden
G74324	πώρωσις	pōrōsis	porosiys	hardening
G74325	πώς	pōs	pos	in any way
G74326	πῶς	pōs	pos	how? in what way?
G74327	Ῥαάβ	rhaab	rhaav	Rahab
G74328	ῥαββί	rhabbi	rhavviy	Rabbi
G74329	ραββουνι	rabbouni	rhavvuniy	Rabboni
G74330	ῥαβδίζω	rhabdizō	rhavðiyzo	to beat with a rod
G74331	ῥάβδος	rhabdos	rhavðos	rod
G74332	ῥαβδοῦχος	rhabdouchos	rhavðukhos	officer
G74333	Ῥαγαύ	rhagau	rhagav	Reu
G74334	ῥᾳδιούργημα	rhadiourgēma	rhaðiyuryiyma	crime
G74335	ῥᾳδιουργία	rhadiourgia	rhaðiyuryiya	trickery
G74336	Ῥαιφάν	rhaiphan	rhefan	Rephan
G74337	ῥακά	rhaka	rhaka	Raca
G74338	ῥάκος	rhakos	rhakos	piece of cloth
G74339	Ῥαμά	rhama	rhama	Ramah
G74340	ῥαντίζω	rhantizō	rhantiyzo	to sprinkle
G74341	ῥαντισμός	rhantismos	rhantiyzmos	sprinkling
G74342	ῥαπίζω	rhapizō	rhapiyzo	to strike
G74343	ῥάπισμα	rhapisma	rhapiyzma	slap
G74344	ῥαφίς	rhaphis	rhafiys	needle
G74345	Ῥαχάβ	rhachab	rhakhav	Rahab
G74346	Ῥαχήλ	rhachēl	rhakhiyl	Rachel
G74347	Ῥεβέκκα	rhebekka	rhevekka	Rebekah
G74348	ῥέδη	rhedē	rheðiy	carriage
G74349	ῥέω	rheō	rheo	to flow
G74350	Ῥήγιον	rhēgion	rhiyyiyon	Rhegium
G74351	ῥῆγμα	rhēgma	rhiygma	destruction
G74352	ῥήγνυμι	rhēgnymi	rhiygniymiy	to burst
G74353	ῥῆμα	rhēma	rhiyma	word
G74354	Ῥησά	rhēsa	rhiysa	Rhesa
G74355	ῥήτωρ	rhētōr	rhiytor	lawyer
G74356	ῥητῶς	rhētōs	rhiytos	clearly
G74357	ῥίζα	rhiza	rhiyza	root
G74358	ῥιζόομαι	rhizoomai	rhiyzoome	to be rooted
G74359	ῥιπή	rhipē	rhiypiy	twinkling
G74360	ῥιπίζομαι	rhipizomai	rhiypiyzome	to be tossed about
G74361	ῥίπτω	rhiptō	rhiypto	to throw
G74362	Ῥοβοάμ	rhoboam	rhovoam	Rehoboam
G74363	Ῥόδη	rhodē	rhoðiy	Rhoda
G74364	Ῥόδος	rhodos	rhoðos	Rhodes
G74365	ῥοιζηδόν	rhoizēdon	rhiyziyðon	with a roar
G74366	ῥομφαία	rhomphaia	rhomfea	sword
G74367	Ῥουβήν	rhoubēn	rhuviyn	Reuben
G74368	Ῥούθ	rhouth	rhuθ	Ruth
G74369	Ῥοῦφος	rhouphos	rhufos	Rufus
G74370	ῥύμη	rhymē	rhiymiy	street
G74371	ῥύομαι	rhyomai	rhiyome	to rescue
G74372	ῥυπαρεύω	rhypareuō	rhiyparevo	to be fouled
G74373	ῥυπαρία	rhyparia	rhiypariya	filth
G74374	ῥυπαρός	rhyparos	rhiyparos	shabby
G74375	ῥύπος	rhypos	rhiypos	dirt
G74376	ῥύσις	rhysis	rhiysiys	flow
G74377	ῥυτίς	rhytis	rhiytiys	wrinkle
G74378	Ῥωμαῖος	rhōmaios	rhomeos	Roman
G74379	Ῥωμαϊστί	rhōmaisti	rhomaiystiy	in Latin
G74380	Ῥώμη	rhōmē	rhomiy	Rome
G74381	ῥώννυμαι	rhōnnymai	rhonniyme	to be strong
G74382	σαβαχθάνι	sabachthani	savakhθaniy	sabachthani
G74383	Σαβαώθ	sabaōth	savaoθ	Almighty
G74384	σαββατισμός	sabbatismos	savvatiyzmos	Sabbath-rest
G74385	σάββατον	sabbaton	savvaton	Sabbath
G74386	σαγήνη	sagēnē	sayiyniy	dragnet
G74387	Σαδδουκαῖος	saddoukaios	saððukeos	Sadducee
G74388	Σαδώκ	sadōk	saðok	Zadok
G74389	σαίνομαι	sainomai	senome	to be unsettled
G74390	σάκκος	sakkos	sakkos	sackcloth
G74391	Σαλά	sala	sala	Sala
G74392	Σαλαθιήλ	salathiēl	salaθiyiyl	Shealtiel
G74393	Σαλαμίς	salamis	salamiys	Salamis
G74394	Σαλείμ	saleim	saliym	Salamis
G74395	σαλεύω	saleuō	salevo	to shake up
G74396	Σαλήμ	salēm	saliym	Salem
G74397	Σαλμών	salmōn	salmon	Salmon
G74398	Σαλμώνη	salmōnē	salmoniy	Salmone
G74399	σάλος	salos	salos	tossing motion
G74400	σάλπιγξ	salpinx	salpiynggs	trumpet
G74401	σαλπίζω	salpizō	salpiyzo	to sound a trumpet
G74402	σαλπιστής	salpistēs	salpiystiys	trumpeter
G74403	Σαλώμη	salōmē	salomiy	Salome
G74404	Σαμάρεια	samareia	samariya	Samaria
G74405	Σαμαρίτης	samaritēs	samariytiys	Samaritan
G74406	Σαμαρῖτις	samaritis	samariytiys	Samaritan
G74407	Σαμοθρᾴκη	samothrakē	samoθrakiy	Samothrace
G74408	Σάμος	samos	samos	Samos
G74409	Σαμουήλ	samouēl	samoiyl	Samuel
G74410	Σαμψών	sampsōn	sampson	Samson
G74411	σανδάλιον	sandalion	sanðaliyon	sandal
G74412	σανίς	sanis	saniys	plank
G74413	Σαούλ	saoul	saul	Saul
G74414	σαπρός	sapros	sapros	bad
G74415	Σάπφιρα	sapphira	sapfiyra	Sapphira
G74416	σάπφιρος	sapphiros	sapfiyros	sapphire stone
G74417	σαργάνη	sarganē	sarganiy	basket
G74418	Σάρδεις	sardeis	sarðiys	Sardis
G74419	σάρδιον	sardion	sarðiyon	carnelian
G74420	σαρδόνυξ	sardonyx	sarðoniyks	sardonyx
G74421	Σάρεπτα	sarepta	sarepta	Zarephath
G74422	σαρκικός	sarkikos	sarkiykos	material
G74423	σάρκινος	sarkinos	sarkiynos	fleshly
G74424	σάρξ	sarx	sarks	flesh
G74425	σαρόω	saroō	saroo	to sweep
G74426	Σάρρα	sarra	sarra	Sarah
G74427	Σαρών	sarōn	saron	Sharon
G74428	Σατανᾶς	satanas	satanas	Satan
G74429	σάτον	saton	saton	seah
G74430	Σαῦλος	saulos	savlos	Saul
G74431	σβέννυμι	sbennymi	zvenniymiy	to extinguish
G74432	σεαυτοῦ	seautou	seaftu	yourself
G74433	σεβάζομαι	sebazomai	sevazome	to worship
G74434	σέβασμα	sebasma	sevazma	object of worship
G74435	Σεβαστός	sebastos	sevastos	revered
G74436	σέβομαι	sebomai	sevome	to worship
G74437	σειρά	seira	siyra	chain
G74438	σεισμός	seismos	siyzmos	earthquake
G74439	σείω	seiō	siyo	to cause to shake
G74440	Σεκοῦνδος	sekoundos	sekunðos	Secundus
G74441	Σελεύκεια	seleukeia	selefkiya	Seleucia
G74442	σελήνη	selēnē	seliyniy	moon
G74443	σεληνιάζομαι	selēniazomai	seliyniyazome	to have a seizure
G74444	Σεμεΐν	semein	semeiyn	Semein
G74445	σεμίδαλις	semidalis	semiyðaliys	finely ground flour
G74446	σεμνός	semnos	semnos	worthy of respect
G74447	σεμνότης	semnotēs	semnotiys	holiness
G74448	Σέργιος	sergios	seryiyos	Sergius
G74449	Σερούχ	serouch	serukh	Serug
G74450	Σήθ	sēth	siyθ	Seth
G74451	Σήμ	sēm	siym	Shem
G74452	σημαίνω	sēmainō	siymeno	to make known
G74453	σημεῖον	sēmeion	siymiyon	sign
G74454	σημειόομαι	sēmeioomai	siymiyoome	to take special note of
G74455	σήμερον	sēmeron	siymeron	today
G74456	σήπω	sēpō	siypo	to rot
G74457	σής	sēs	siys	moth
G74458	σητόβρωτος	sētobrōtos	siytovrotos	moth-eaten
G74459	σθενόω	sthenoō	sθenoo	to strengthen
G74460	σιαγών	siagōn	siyagon	cheek
G74461	σιγάω	sigaō	siygao	to be silent
G74462	σιγή	sigē	siyyiy	silence
G74463	σίδηρος	sidēros	siyðiyros	iron
G74464	σιδηροῦς	sidērous	siyðiyrus	made of iron
G74465	Σιδών	sidōn	siyðon	Sidon
G74466	Σιδώνιος	sidōnios	siyðoniyos	Sidonian
G74467	σικάριος	sikarios	siykariyos	terrorist
G74468	σίκερα	sikera	siykera	fermented drink
G74469	Σιλᾶς	silas	siylas	Silas
G74470	Σίλας	silas	siylas	Silas
G74471	Σιλουανός	silouanos	siyluanos	Silas
G74472	Σιλωάμ	silōam	siyloam	Siloam
G74473	σιμικίνθιον	simikinthion	siymiykiynθiyon	apron
G74474	Σίμων	simōn	siymon	Simon
G74475	Σινᾶ	sina	siyna	Sinai
G74476	σίναπι	sinapi	siynapiy	mustard plant
G74477	σινδών	sindōn	siynðon	linen
G74478	σινιάζω	siniazō	siyniyazo	to sift
G74479	σιρικός	sirikos	siyriykos	made of silk
G74480	σιτευτός	siteutos	siyteftos	fattened
G74481	σιτίον	sition	siytiyon	grain
G74482	σιτιστός	sitistos	siytiystos	fattened
G74483	σιτομέτριον	sitometrion	siytometriyon	measured allowance of food
G74484	σῖτος	sitos	siytos	wheat
G74485	Σιών	siōn	siyon	Zion
G74486	σιωπάω	siōpaō	siyopao	to be quiet
G74487	σκανδαλίζω	skandalizō	skanðaliyzo	to cause to sin
G74488	σκάνδαλον	skandalon	skanðalon	stumbling block
G74489	σκάπτω	skaptō	skapto	to dig
G74490	σκάφη	skaphē	skafiy	lifeboat
G74491	σκέλος	skelos	skelos	leg
G74492	σκέπασμα	skepasma	skepazma	clothing
G74493	Σκευᾶς	skeuas	skevas	Sceva
G74494	σκευή	skeuē	skeiy	tackle
G74495	σκεῦος	skeuos	skevos	possession
G74496	σκηνή	skēnē	skiyniy	tabernacle
G74497	σκηνοπηγία	skēnopēgia	skiynopiyyiya	Tabernacles
G74498	σκηνοποιός	skēnopoios	skiynopiyos	tentmaker
G74499	σκῆνος	skēnos	skiynos	tent
G74500	σκηνόω	skēnoō	skiynoo	to live
G74501	σκήνωμα	skēnōma	skiynoma	tent
G74502	σκιά	skia	skiya	shadow
G74503	σκιρτάω	skirtaō	skiyrtao	to leap
G74504	σκληροκαρδία	sklērokardia	skliyrokarðiya	hardness of heart
G74505	σκληρός	sklēros	skliyros	hard
G74506	σκληρότης	sklērotēs	skliyrotiys	hardness
G74507	σκληροτράχηλος	sklērotrachēlos	skliyrotrakhiylos	stiff-necked
G74508	σκληρύνω	sklērynō	skliyriyno	to harden
G74509	σκολιός	skolios	skoliyos	crooked
G74510	σκόλοψ	skolops	skolops	thorn
G74511	σκοπέω	skopeō	skopeo	to watch out for
G74512	σκοπός	skopos	skopos	goal
G74513	σκορπίζω	skorpizō	skorpiyzo	to scatter
G74514	σκορπίος	skorpios	skorpiyos	scorpion
G74515	σκοτεινός	skoteinos	skotiynos	dark
G74516	σκοτία	skotia	skotiya	darkness
G74517	σκοτίζομαι	skotizomai	skotiyzome	to be dark
G74518	σκοτόομαι	skotoomai	skotoome	to be darkened
G74519	σκότος	skotos	skotos	darkness
G74520	σκύβαλον	skybalon	skiyvalon	rubbish
G74521	Σκύθης	skythēs	skiyθiys	Scythian
G74522	σκυθρωπός	skythrōpos	skiyθropos	to look somber
G74523	σκῦλα	skyla	skiyla	to look somber
G74524	σκύλλω	skyllō	skiyllo	to bother
G74525	σκωληκόβρωτος	skōlēkobrōtos	skoliykovrotos	eaten by worms
G74526	σκώληξ	skōlēx	skoliyks	worm
G74527	σμαράγδινος	smaragdinos	zmaragðiynos	emerald
G74528	σμάραγδος	smaragdos	zmaragðos	emerald
G74529	σμύρνα	smyrna	zmiyrna	myrrh
G74530	Σμύρνα	smyrna	zmiyrna	Smyrna
G74531	σμυρνίζω	smyrnizō	zmiyrniyzo	to mix with myrrh
G74532	Σόδομα	sodoma	soðoma	Sodom
G74533	Σολομών	solomōn	solomon	Solomon
G74534	Σολομῶν	solomōn	solomon	Solomon
G74535	σορός	soros	soros	coffin
G74536	σός	sos	sos	your
G74537	σουδάριον	soudarion	suðariyon	piece of cloth
G74538	Σουσάννα	sousanna	susanna	Susanna
G74539	σοφία	sophia	sofiya	wisdom
G74540	σοφίζω	sophizō	sofiyzo	to make wise
G74541	σοφός	sophos	sofos	wise
G74542	Σπανία	spania	spaniya	Spain
G74543	σπάομαι	spaomai	spaome	to draw
G74544	σπαράσσω	sparassō	sparasso	to convulse
G74545	σπαργανόω	sparganoō	sparganoo	to wrap
G74546	σπαταλάω	spatalaō	spatalao	to live in pleasure
G74547	σπεῖρα	speira	spiyra	company of soldiers
G74548	σπείρω	speirō	spiyro	to sow seed
G74549	σπεκουλάτωρ	spekoulatōr	spekulator	executioner
G74550	σπένδομαι	spendomai	spenðome	to be poured out a libation
G74551	σπέρμα	sperma	sperma	seed
G74552	σπερμολόγος	spermologos	spermologos	babbler
G74553	σπεύδω	speudō	spevðo	to hurry
G74554	σπήλαιον	spēlaion	spiyleon	den
G74555	σπιλάς	spilas	spiylas	blemish
G74556	σπίλος	spilos	spiylos	stain
G74557	σπιλόω	spiloō	spiyloo	to corrupt
G74558	σπλαγχνίζομαι	splanchnizomai	splangghniyzome	to have compassion on
G74559	σπλάγχνον	splanchnon	splangghnon	intestines
G74560	σπόγγος	spongos	sponggos	sponge
G74561	σποδός	spodos	spoðos	ashes
G74562	σπορά	spora	spora	seed
G74563	σπόριμος	sporimos	sporiymos	what is sown
G74564	σπόρος	sporos	sporos	seed
G74565	σπουδάζω	spoudazō	spuðazo	to be eager
G74566	σπουδαῖος	spoudaios	spuðeos	zealous
G74567	σπουδαίως	spoudaiōs	spuðeos	earnestly
G74568	σπουδή	spoudē	spuðiy	hurry
G74569	σπυρίς	spyris	spiyriys	basket
G74570	στάδιον	stadion	staðiyon	arena
G74571	στάδιος	stadios	staðiyos	arena
G74572	στάμνος	stamnos	stamnos	jar
G74573	στασιαστής	stasiastēs	stasiyastiys	insurrectionist
G74574	στάσις	stasis	stasiys	continuance
G74575	στατήρ	statēr	statiyr	four-drachma coin
G74576	σταυρός	stauros	stavros	cross
G74577	σταυρόω	stauroō	stavroo	to crucify
G74578	σταφυλή	staphylē	stafiyliy	grapes
G74579	στάχυς	stachys	stakhiys	head of grain
G74580	Στάχυς	stachys	stakhiys	Stachys
G74581	στέγη	stegē	steyiy	roof
G74582	στέγω	stegō	stego	to put up with
G74583	στεῖρα	steira	stiyra	barrenness
G74584	στέλλομαι	stellomai	stellome	to avoid
G74585	στέμμα	stemma	stemma	wreath
G74586	στεναγμός	stenagmos	stenagmos	groan
G74587	στενάζω	stenazō	stenazo	to groan
G74588	στενός	stenos	stenos	narrow
G74589	στενοχωρέομαι	stenochōreomai	stenokhoreome	to be crushed
G74590	στενοχωρία	stenochōria	stenokhoriya	distress
G74591	στερεός	stereos	stereos	solid
G74592	στερεόω	stereoō	stereoo	to make strong
G74593	στερέωμα	stereōma	stereoma	firmness
G74594	Στεφανᾶς	stephanas	stefanas	Stephanas
G74595	στέφανος	stephanos	stefanos	a crown
G74596	Στέφανος	stephanos	stefanos	Stephen
G74597	στεφανόω	stephanoō	stefanoo	to crown
G74598	στῆθος	stēthos	stiyθos	chest
G74599	στήκω	stēkō	stiyko	to stand
G74600	στηριγμός	stērigmos	stiyriygmos	security
G74601	στηρίζω	stērizō	stiyriyzo	to strengthen
G74602	στιβάς	stibas	stiyvas	leafy branch
G74603	στίγμα	stigma	stiygma	mark
G74604	στιγμή	stigmē	stiygmiy	instant
G74605	στίλβω	stilbō	stiylvo	to dazzle
G74606	στοά	stoa	stoa	covered colonnade
G74607	Στοά	stoa	stoa	covered colonnade
G74608	Στοϊκός	stoikos	stoiykos	Stoic
G74609	στοιχεῖον	stoicheion	stiykhiyon	principle
G74610	στοιχέω	stoicheō	stiykheo	to follow
G74611	στολή	stolē	stoliy	robe
G74612	στόμα	stoma	stoma	mouth
G74613	στόμαχος	stomachos	stomakhos	stomach
G74614	στρατεία	strateia	stratiya	warfare
G74615	στράτευμα	strateuma	stratevma	army
G74616	στρατεύομαι	strateuomai	stratevome	to serve as a soldier
G74617	στρατηγός	stratēgos	stratiygos	magistrate
G74618	στρατιά	stratia	stratiya	host
G74619	στρατιώτης	stratiōtēs	stratiyotiys	soldier
G74620	στρατολογέω	stratologeō	stratoloyeo	to gather an army
G74621	στρατόπεδον	stratopedon	stratopeðon	army
G74622	στρεβλόω	strebloō	strevloo	to distort
G74623	στρέφω	strephō	strefo	to turn
G74624	στρηνιάω	strēniaō	striyniyao	to live in luxury
G74625	στρῆνος	strēnos	striynos	luxury
G74626	στρουθίον	strouthion	struθiyon	sparrow
G74627	στρώννυμι	strōnnymi	stronniymiy	to spread out
G74628	στυγητός	stygētos	stiyyiytos	hated
G74629	στυγνάζω	stygnazō	stiygnazo	to be gloomy
G74630	στῦλος	stylos	stiylos	pillar
G74631	σύ	sy	siy	you
G74632	συγγένεια	syngeneia	siynggeniya	family
G74633	συγγενής	syngenēs	siynggeniys	family
G74634	συγγενίς	syngenis	siynggeniys	relative
G74635	συγγνώμη	syngnōmē	siynggnomiy	concession
G74636	συγκάθημαι	synkathēmai	siynggaθiyme	to sit with
