G1	第一個字母
H5447	負載
H5448	重擔
H5449	苦力
H5450	重擔
H5451	麥子或穀類的穗和合本音譯為
H5452	想
H5453	西伯蓮
H5454	撒弗他
H5455	撒弗提迦
H5456	俯伏
H5457	臣服效忠
H5458	圍繞
H5459	產業
H5460	行政長官
H5461	統治者
H5462	關上
H5463	封閉
H5464	持續下的雨
H5465	枷
H5466	亞麻布作成的長衣
H5467	所多瑪
H5468	安排
H5469	圓
H5470	圓形僅見於,章
H5471	梭
H5472	移動
H5473	
H5474	籠子
H5475	建言
H5476	梭底
H5477	書亞
H5478	廢物
H5479	瑣太
H5480	塗油於
H5481	一種吹奏樂器
H5482	色弗尼
H5483	燕子
H5484	母馬
H5485	穌西
H5486	停止
H5487	應驗
H5488	蘆葦
H5489	疏弗
H5490	結束
H5491	末尾
H5492	暴風
H5493	轉變方向
H5494	墮落者
H5495	蘇珥
H5496	煽動
H5497	衣服
H5498	拖曳
H5499	破爛的衣服
H5500	刮
H5501	被社會所唾棄的人
H5502	俯伏
H5503	環遊
H5504	貿易
H5505	買賣
H5506	貨物
H5507	近戰時使用之小圓盾
H5508	一種用於鋪路的石頭
H5509	搬回或搬離
H5510	西彎
H5511	西宏
H5512	汛或訓
H5513	西尼人
H5514	西乃
H5515	希尼
H5516	西西拉
H5517	西亞
H5518	鍋
H5519	群眾
H5520	樹叢
H5521	樹叢
H5522	亞述文Sakkut
H5523	疏割
H5524	疏割•比訥
H5525	蘇基人
H5526	圍住
H5527	西迦迦
H5528	愚蠢
H5529	愚蠢
H5530	愚昧人
H5531	愚蠢
H5532	有用
H5533	招致危險
H5534	關閉
H5535	安靜
H5536	筐子
H5537	評量
H5538	悉拉
H5539	彈跳
H5540	西列
H5541	使……顯露
H5542	舉起
H5543	撒路
H5544	蒺藜
H5545	寬恕
H5546	願意饒恕的
H5547	饒恕
H5548	撒迦
H5549	舉起
H5550	壘
H5551	梯子
H5552	籃筐
H5553	巖石
H5554	西拉
H5555	西拉‧哈瑪希羅結
H5556	一種可吃的蝗蟲
H5557	扭曲
H5558	彎曲
H5559	上升
H5560	細麵
H5561	香料
H5562	三甲•尼波
H5563	葡萄花
H5564	靠在
H5565	西瑪迦
H5566	形象
H5567	指定的地方
H5568	毛髮聳立
H5569	發怒而毛髮豎立
H5570	西拿
H5571	參巴拉
H5572	多刺的灌木叢
H5573	西尼
H5574	哈西努
H5575	突然失明
H5576	西拿基立
H5577	樹枝
H5578	三撒拿
H5579	鰭
H5580	蛾子
H5581	西斯買
H5582	支持
H5583	支持供應
H5584	驟急
H5585	裂縫
H5586	砍下
H5587	分岐
H5588	分岐的
H5589	樹枝
H5590	起暴風
H5591	暴風雨
H5592	盆
H5593	撒弗
H5594	慟哭
H5595	掃除或是奪走
H5596	連結
H5597	惡性或良性的疹子
H5598	細派
H5599	倒出
H5600	船
H5601	藍寶石
H5602	碗
H5603	遮蓋
H5604	天花板
H5605	站在或守護門檻
H5606	拍
H5607	鼓掌
H5608	計算
H5609	書籍
H5610	戶口調查
H5611	西發
H5612	書冊
H5613	書記
H5614	西法拉
H5615	數目
H5616	西法瓦音
H5617	西法瓦音
H5618	瑣斐列
H5619	丟石頭
H5620	頑固
H5621	荊棘
H5622	披風
H5623	撒珥根
H5624	西烈
H5625	西烈族
H5626	西拉
H5627	變節
H5628	自由
H5629	多出的部分
H5630	防護的裝甲
H5631	太監
H5632	首領
H5633	君主
H5634	大樹枝
H5635	燃燒者燃燒他的人
H5636	一種未確認的沙漠植物
H5637	頑固
H5638	冬天
H5639	西帖
H5640	阻塞
H5641	隱藏
H5642	隱藏
H5643	遮蓋
H5644	西提利
H5645	黑雲
H5646	一個建築學名詞
H5647	工作
H5648	做
H5649	僕人
H5650	奴隸
H5651	以別
H5652	作為
H5653	亞比大
H5654	俄別以東
H5655	亞伯疊
H5656	勞動
H5657	服侍
H5658	押頓
H5659	奴役
H5660	亞伯底
H5661	押比疊
H5662	俄巴底亞
H5663	以伯-米勒
H5664	亞伯尼歌
H5665	亞伯尼歌
H5666	變粗
H5667	信物
H5668	為了……緣故
H5669	出產
H5670	拿抵押物
H5671	抵押品的重量
H5672	厚度
H5673	工作
H5674	經過或穿越
H5675	對面的區域
H5676	對面
H5677	希伯
H5678	流出
H5679	淺灘
H5680	希伯來
H5681	伊比利
H5682	亞巴琳
H5683	義伯崙
H5684	阿博拿
H5685	枯萎
H5686	轉動
H5687	葉子茂密
H5688	索
H5689	過度的愛慕或慾求
H5690	愛情
H5691	貪慾好色
H5692	薄平圓盤狀物或是圓餅
H5693	鳥名
H5694	箍
H5695	牛犢
H5696	圓的
H5697	小牛犢
H5698	以格拉
H5699	馬車
H5700	伊磯倫
H5701	甚為憂傷難過
H5702	將自己封閉或孤立
H5703	永存
H5704	直到
H5705	甚至到
H5706	戰利品
H5707	見證
H5708	月經
H5709	離去
H5710	前進
H5711	亞大
H5712	會眾
H5713	見證
H5714	易多
H5715	見證
H5716	裝飾品
H5717	亞底業
H5718	亞大雅
H5719	耽於酒色的
H5720	亞丁
H5721	亞第拿
H5722	亞底挪
H5723	亞底他音
H5724	亞第賚
H5725	亞杜蘭
H5726	亞杜蘭人
H5727	盡情享樂
H5728	到目前為止
H5729	伊甸
H5730	奢侈品
H5731	伊甸
H5732	時間
H5733	阿底拿
H5734	押拿
H5735	亞大達
H5736	保持有餘
H5737	幫助
H5738	亞得
H5739	群
H5740	以得
H5741	亞得列
H5742	扁豆
H5743	使遮蔽
H5744	俄備得
H5745	俄巴路
H5746	烘烤
H5747	噩
H5748	一種樂器
H5749	再發生
H5750	運行
H5751	仍然
H5752	俄德
H5753	彎曲
H5754	扭曲
H5755	亞瓦
H5756	尋找避難所
H5757	亞瓦人
H5758	罪孽
H5759	小男生
H5760	故意作惡的人
H5761	亞衛
H5762	亞未得
H5763	餵奶
H5764	乳兒
H5765	為非作歹或行事不公義
H5766	沒有公理
H5767	不義者
H5768	孩童
H5769	長期
H5770	注視
H5771	罪惡
H5772	共同居住
H5773	扭曲
H5774	飛
H5775	飛行動物
H5776	鳥類
H5777	鉛
H5778	以斐
H5779	商議
H5780	烏斯
H5781	蹣跚
H5782	自己興起
H5783	被暴露出
H5784	穀殼
H5785	皮膚
H5786	矇蔽
H5787	瞎眼
H5788	瞎
H5789	伸出援手
H5790	幫助
H5791	彎曲
H5792	顛覆
H5793	烏太
H5794	強壯的
H5795	母山羊
H5796	母羊
H5797	能力
H5798	烏撒
H5799	完全除去
H5800	離去
H5801	物品
H5802	押卜
H5803	押甲
H5804	迦薩
H5805	廢棄
H5806	阿蘇巴
H5807	強壯
H5808	能力大的
H5809	押朔
H5810	剛強
H5811	Azaz
H5812	亞撒西雅
H5813	烏西
H5814	烏西亞
H5815	雅薛
H5816	烏薛
H5817	烏薛族
H5818	烏西雅
H5819	亞西撒
H5820	亞斯瑪威
H5821	阿散
H5822	一種被視為不潔的獵食性鳥類
H5823	挖掘出
H5824	用作印璽的指環
H5825	亞西加
H5826	幫助
H5827	以謝
H5828	幫助
H5829	以謝珥/以薛/以謝
H5830	以斯拉
H5831	以斯拉
H5832	亞薩列
H5833	幫助
H5834	以斯拉
H5835	圍場
H5836	以斯利
H5837	亞斯列
H5838	亞撒利雅
H5839	亞撒利雅
H5840	亞斯利干
H5841	迦薩人
H5842	鐵筆
H5843	忠告
H5844	蒙上
H5845	水桶
H5846	打噴嚏
H5847	蝙蝠
H5848	轉開
H5849	圍住
H5850	王冠
H5851	亞她拉
H5852	亞他綠
H5853	亞他綠‧亞達
H5854	亞他綠‧伯‧約押人
H5855	亞他錄‧朔反
H5856	毀滅
H5857	艾城
H5858	以巴錄
H5859	在北巴勒斯坦的一個地方
H5860	尖叫
H5861	獵鳥
H5862	以坦
H5863	以耶‧亞巴琳
H5864	以因
H5865	永久
H5866	以來
H5867	以攔
H5868	光澤
H5869	眼睛
H5870	眼
H5871	亞因
H5872	隱基底
H5873	隱‧干寧
H5874	隱‧多珥
H5875	隱‧哈歌利
H5876	隱哈大
H5877	隱‧夏瑣
H5878	哈律
H5879	以楠
H5880	安‧密巴
H5881	以南
H5882	隱‧以革蓮
H5883	隱‧羅結
H5884	音‧臨門
H5885	隱‧示麥
H5886	靠近耶路撒冷的一個水泉
H5887	隱‧他普亞
H5888	暈眩發昏
H5889	微弱的
H5890	黑暗
H5891	以法
H5892	興奮
H5893	以珥
H5894	儆醒不眠的
H5895	公驢
H5896	以拉
H5897	以拿
H5898	在猶大沙漠的地方
H5899	Ir-hatmarim
H5900	以路
H5901	以利
H5902	以蘭
H5903	裸體的
H5904	珥拿轄
H5905	伊珥‧示麥
H5906	一個星座
H5907	亞革波
H5908	蜘蛛
H5909	老鼠
H5910	亞柯
H5911	麻煩
H5912	亞干
H5913	搖動手鐲
H5914	腳鐲
H5915	押撒
H5916	攪亂
H5917	亞干
H5918	俄蘭
H5919	小毒蛇
H5920	高處
H5921	上面的
H5922	在上
H5923	軛
H5924	在其上
H5925	烏拉
H5926	說話口齒不清
H5927	上去
H5928	燔祭
H5929	葉子
H5930	燔祭
H5931	時機
H5932	不公義的粗暴行徑
H5933	亞勒瓦
H5934	青春
H5935	亞勒文
H5936	水蛭
H5937	歡樂
H5938	歡騰的
H5939	漆黑
H5940	杵
H5941	以利
H5942	上面的
H5943	最高的
H5944	閣樓
H5945	高的
H5946	至高者
H5947	狂喜的
H5948	火爐
H5949	恣意
H5950	行事作為
H5951	欣奮
H5952	建於屋頂的房間
H5953	嚴格行事
H5954	進去
H5955	撿拾
H5956	隱藏
H5957	永久
H5958	年輕人
H5959	年輕的女子
H5960	亞勒們
H5961	年輕女子
H5962	以攔人
H5963	亞門低比拉太音
H5964	亞拉蔑
H5965	歡樂
H5966	吸吮
H5967	肋骨
H5968	覆蓋
H5969	衰弱
H5970	歡欣
H5971	國家
H5972	人民
H5973	與
H5974	與
H5975	站立
H5976	設定
H5977	所站立的地方
H5978	和……一起
H5979	站立之地
H5980	並置
H5981	烏瑪
H5982	柱子
H5983	亞捫
H5984	亞捫人
H5985	亞捫人
H5986	阿摩司
H5987	亞木
H5988	亞米利
H5989	亞米忽
H5990	暗米薩拔
H5991	亞米忽
H5992	亞米拿達
H5993	Amminadib
H5994	深的
H5995	刈幅
H5996	亞米沙代
H5997	夥伴
H5998	勞動
H5999	辛勞
H6000	亞抹
H6001	勞動者
H6002	亞瑪力
H6003	亞瑪力人
H6004	昏暗
H6005	以馬內利
H6006	負重
H6007	亞瑪斯雅
H6008	亞末
H6009	處於深處
H6010	山谷
H6011	深度
H6012	深處
H6013	深的
H6014	捆綁成束
H6015	羊毛
H6016	俄梅珥
H6017	蛾摩拉
H6018	暗利
H6019	暗蘭
H6020	暗蘭族
H6021	亞瑪撒
H6022	亞瑪賽
H6023	亞瑪帥
H6024	亞拿伯
H6025	葡萄
H6026	成為細膩的
H6027	精妙的喜樂
H6028	嬌小的
H6029	綁上
H6030	回答
H6031	佔有
H6032	回答
H6033	窮苦的
H6034	亞拿
H6035	貧窮的
H6036	亞諾
H6037	謙遜
H6038	謙卑
H6039	痛苦憂傷
H6040	貧困
H6041	貧窮的
H6042	烏尼
H6043	亞奈雅
H6044	亞念
H6045	工作
H6046	亞年
H6047	亞拿米人
H6048	亞拿米勒
H6049	帶出雲彩
H6050	雲
H6051	雲
H6052	亞難
H6053	雲
H6054	阿拿尼
H6055	亞難尼
H6056	粗大的樹枝
H6057	樹枝
H6058	枝枒茂盛
H6059	作項鍊使用
H6060	項鍊
H6061	亞衲族
H6062	亞衲族
H6063	亞乃
H6064	開罰
H6065	罰鍰
H6066	罰金
H6067	亞拿
H6068	亞拿突
H6069	亞拿突人
H6070	安陀提雅
H6071	甜酒
H6072	壓
H6073	枝葉
H6074	葉子
H6075	膨脹
H6076	丘陵
H6077	俄斐勒
H6078	俄弗尼
H6079	眼皮
H6080	撒之以塵土
H6081	以弗
H6082	鹿
H6083	乾地
H6084	俄弗拉
H6085	以弗崙
H6086	樹
H6087	傷害
H6088	使痛苦
H6089	痛苦
H6090	疼痛
H6091	偶像
H6092	勞動者
H6093	痛苦
H6094	痛苦
H6095	關閉
H6096	脊椎
H6097	樹木
H6098	商議
H6099	強大的
H6100	以旬迦別
H6101	懶散的
H6102	怠惰的
H6103	懶散
H6104	慵懶
H6105	廣闊
H6106	骨頭
H6107	以森
H6108	能力
H6109	力量
H6110	答辯
H6111	押們
H6112	伊斯尼人
H6113	限制
H6114	限制
H6115	抑制
H6116	聚會
H6117	緊跟在後
H6118	後果
H6119	腳跟
H6120	偷偷佔便宜的
H6121	欺騙的
H6122	狡詐
H6123	綁
H6124	有條紋的
H6125	壓迫
H6126	阿谷
H6127	彎曲
H6128	蜿蜓的
H6129	彎曲的
H6130	亞干
H6131	拔出
H6132	連根拔起
H6133	成員
H6134	以結
H6135	不孕的
H6136	樹根
H6137	蠍子
H6138	以革倫
H6139	以革倫人
H6140	扭曲
H6141	扭曲的
H6142	益吉
H6143	扭曲
H6144	亞珥
H6145	敵人
H6146	敵人
H6147	珥
H6148	承擔保證
H6149	成為令人愉快的
H6150	入夜
H6151	混合
H6152	草原居民
H6153	傍晚
H6154	混合物
H6155	楊樹
H6156	甘甜
H6157	成群
H6158	烏鴉
H6159	俄立
H6160	沙漠曠野
H6161	交換物
H6162	抵押保證
H6163	阿拉伯人
H6164	亞拉巴人
H6165	渴望
H6166	亞拉得
H6167	野驢
H6168	顯露的
H6169	光禿禿的地方
H6170	花壇或苗圃
H6171	野驢
H6172	赤身
H6173	受辱
H6174	赤身露體
H6175	精明的
H6176	樹木或灌木
H6177	亞羅珥
H6178	可怕的
H6179	以利
H6180	以利族
H6181	赤裸
H6182	麵糰
H6183	雲
H6184	心生敬畏的
H6185	被剝光的
H6186	安排
H6187	次序
H6188	未受割禮
H6189	未受割禮的
H6190	包皮
H6191	精明
H6192	被聚成堆
H6193	精明
H6194	堆
H6195	機靈
H6196	洋梧桐
H6197	以蘭
H6198	以蘭族
H6199	被剝光的
H6200	亞羅珥人
H6201	滴落
H6202	折斷頸項
H6203	頸
H6204	俄耳巴
H6205	雲
H6206	使顫抖
H6207	啃囓
H6208	亞基人
H6209	把自己剝光
H6210	長椅
H6211	蛾
H6212	草本植物
H6213	做
H6214	亞撒黑
H6215	以掃
H6216	壓迫者
H6217	壓迫
H6218	十
H6219	光滑的
H6220	亞施法
H6221	亞薛
H6222	亞撒雅
H6223	富有的
H6224	序數
H6225	冒煙
H6226	煙
H6227	煙
H6228	亞珊
H6229	爭鬥
H6230	埃色
H6231	強加於
H6232	以設
H6233	壓迫
H6234	壓制
H6235	十
H6236	十
H6237	繳什一稅
H6238	變為富有
H6239	財富
H6240	十
H6241	十分之一的部分
H6242	二十
H6243	二十
H6244	消瘦衰弱
H6245	使平滑
H6246	意欲
H6247	盤子
H6248	想法
H6249	一
H6250	想法
H6251	母羊
H6252	亞斯她錄或亞斯他錄
H6253	亞斯他錄
H6254	亞施他拉人
H6255	亞特‧律加寧
H6256	時候
H6257	預備好
H6258	現在
H6259	準備好的
H6260	公羊
H6261	適時的
H6262	亞太
H6263	準備好
H6264	預備好
H6265	亞他雅
H6266	卓越的
H6267	遠離的
H6268	古老的
H6269	亞撻
H6270	亞勒
H6271	亞他利雅
H6272	被燃燒
H6273	俄得尼
H6274	俄陀聶
H6275	移動
H6276	有價值的
H6277	魯莽的
H6278	以特‧加汛
H6279	禱告
H6280	豐富的
H6281	以帖
H6282	懇求者
H6283	豐盛
H6284	劈成碎片
H6285	角落
H6286	讚美
H6287	頭飾
H6288	樹枝
H6289	光
H6290	巴蘭
H6291	青色無花果
H6292	惡臭的東西
H6293	邂逅
H6294	發生
H6295	帕結
H6296	疲乏困頓
H6297	屍體
H6298	遇見
H6299	贖身
H6300	比大黑
H6301	比大蓿
H6302	贖出
H6303	巴頓
H6304	贖回
H6305	毗大雅
H6306	贖金
H6307	巴旦‧亞蘭
H6308	釋放
H6309	脂肪
H6310	口
H6311	這裡
H6312	普瓦
H6313	逐漸失去知覺
H6314	麻木
H6315	呼吸
H6316	弗人
H6317	普鐵
H6318	波提乏
H6319	波提非拉
H6320	金屬元素銻
H6321	豆
H6322	普勒
H6323	困惑的
H6324	普瓦族
H6325	普嫩
H6326	普阿
H6327	分散
H6328	踉蹌而行
H6329	帶出
H6330	蹣跚
H6331	破壞
H6332	普珥
H6333	酒醡
H6334	破拉他
H6335	飛快的行動
H6336	布特人
H6337	精金或純金
H6338	被精煉
H6339	活潑
H6340	分散
H6341	捕鳥陷阱
H6342	恐懼
H6343	恐懼
H6344	大腿
H6345	恐懼
H6346	省長
H6347	省長
H6348	惡意
H6349	魯莽
H6350	粗心魯莽
H6351	誘捕
H6352	炭
H6353	陶匠
H6354	坑
H6355	巴哈•摩押
H6356	侵蝕
H6357	黃玉
H6358	離開
H6359	自由
H6360	鍛造鐵鎚
H6361	衣服
H6362	分開
H6363	頭生的
H6364	比伯實
H6365	毀滅
H6366	刃
H6367	比‧哈希錄
H6368	煤灰
H6369	非各
H6370	妾
H6371	過多
H6372	非尼哈
H6373	比嫩
H6374	齒
H6375	蹣跚
H6376	比遜
H6377	毗敦
H6378	小瓶子
H6379	細細地流
H6380	玻黑列哈
H6381	了不起的
H6382	奇事
H6383	奇妙的
H6384	法路族
H6385	分割
H6386	分開
H6387	一半
H6388	水道
H6389	法勒
H6390	溪流
H6391	分班
H6392	分隊
H6393	鐵
H6394	必達
H6395	辨別出來
H6396	法路
H6397	比倫人
H6398	劈開
H6399	事奉
H6400	裂縫
H6401	毗利哈
H6402	事奉
H6403	逃脫
H6404	毗力
H6405	拯救
H6406	帕提
H6407	帕勒提人
H6408	毗勒太
H6409	帕鐵
H6410	毗拉提
H6411	毗萊雅
H6412	逃亡者
H6413	躲避
H6414	審判官
H6415	裁判
H6416	作審判的
H6417	給予決定
H6418	紡錘的旋轉體
H6419	干預
H6420	巴拉
H6421	毗拉利
H6422	某一個
H6423	某人
H6424	衡量
H6425	天平
H6426	戰慄
H6427	發抖
H6428	翻滾
H6429	非利士
H6430	非利士人
H6431	比勒
H6432	比利提人
H6433	口
H6434	角落
H6435	以免
H6436	一種食物
H6437	轉
H6438	角落
H6439	毗努伊勒
H6440	面
H6441	朝向裡面
H6442	內部的
H6443	珊瑚
H6444	毗尼拿
H6445	寵
H6446	平坦
H6447	手掌心
H6448	在……之間經過
H6449	毘斯迦
H6450	巴斯‧達閔
H6451	充裕
H6452	略過
H6453	逾越
H6454	巴西亞
H6455	瘸腿
H6456	神像
H6457	巴薩
H6458	鑿
H6459	偶像
H6460	一種三角形的弦樂器
H6461	消失
H6462	毗斯巴
H6463	呻吟
H6464	巴伊
H6465	毘珥
H6466	實行
H6467	工作
H6468	工作
H6469	毗烏利太
H6470	猛推
H6471	拍次
H6472	鈴
H6473	大大的開
H6474	帕萊
H6475	分開
H6476	使迸出
H6477	價錢
H6478	剝
H6479	剝後所呈現的痕跡
H6480	裂開或破開
H6481	打出青腫
H6482	瘀痕
H6483	哈闢悉
H6484	擠壓
H6485	照料
H6486	監督
H6487	存放
H6488	監督
H6489	比割
H6490	箴言訓誨
H6491	開啓
H6492	比加
H6493	看得見的
H6494	比加轄
H6495	打開
H6496	長官
H6497	雕刻木質或金屬裝飾
H6498	葫蘆瓜
H6499	牛犢
H6500	結實累累
H6501	野驢
H6502	毘蘭
H6503	帕巴
H6504	分隔
H6505	騾
H6506	母騾
H6507	榖類種子
H6508	公園
H6509	結果子
H6510	母牛
H6511	巴拉
H6512	鼴鼠
H6513	普拉
H6514	比路大
H6515	帕路亞
H6516	巴瓦音
H6517	鍋
H6518	戰士
H6519	開闊的區域
H6520	鄉村的人口
H6521	村民
H6522	比利洗
H6523	鐵
H6524	含苞
H6525	花苞
H6526	同夥同黨的人
H6527	草率即興
H6528	折斷
H6529	果實
H6530	暴力的人
H6531	嚴厲
H6532	帷幕
H6533	撕裂
H6534	帕瑪斯他
H6535	帕納
H6536	分開
H6537	分成兩部分
H6538	獵食的鳥類
H6539	波斯
H6540	波斯
H6541	蹄
H6542	波斯人
H6543	波斯人
H6544	行事如領袖
H6545	長髮
H6546	領導者
H6547	法老
H6548	法老-合弗拉
H6549	猶大王約西亞時的埃及法老
H6550	跳蚤
H6551	巴錄
H6552	比拉頓
H6553	比拉頓人
H6554	法珥法
H6555	衝破
H6556	破壞
H6557	法勒斯
H6558	法勒斯族
H6559	毗拉心
H6560	毗列斯‧烏撒
H6561	撕裂或撕開
H6562	斷開
H6563	分開的道路
H6564	殘片
H6565	破碎
H6566	鋪
H6567	弄清楚
H6568	明確指出
H6569	排泄物
H6570	毗利施
H6571	馬
H6572	抄本
H6573	複本
H6574	排泄物
H6575	確實的聲明
H6576	鋪展
H6577	巴珊大他
H6578	幼發拉底河
H6579	貴族
H6580	愚蠢
H6581	擴散
H6582	撕碎
H6583	巴施戶珥
H6584	剝去
H6585	跨步
H6586	背叛
H6587	一步
H6588	罪過①罪過②罪過③罪過○一般○罪人所承認的○神處理的○神原諒的④犯罪的罪疚感⑤對於犯罪的處罰⑥為過犯的獻祭
H6589	分離
H6590	解釋
H6591	解析闡述
H6592	說明
H6593	亞麻
H6594	亞麻
H6595	碎片
H6596	座孔
H6597	突然
H6598	國王的膳食
H6599	命令
H6600	命令
H6601	寬闊
H6602	毗土珥
H6603	雕刻
H6604	毘奪
H6605	開
H6606	打開
H6607	開口
H6608	入口
H6609	出鞘的劍
H6610	開口
H6611	毗他希雅
H6612	單純
H6613	寬度
H6614	華麗或昂貴的長袍
H6615	單純
H6616	細繩
H6617	扭曲
H6618	扭曲的
H6619	比東
H6620	有毒的蛇
H6621	突然
H6622	解釋
H6623	解釋
H6624	巴忒羅
H6625	帕斯魯細人
H6626	破開
H6627	污物
H6628	一種蓮花
H6629	羊羔
H6630	撒南
H6631	子孫
H6632	轎子
H6633	發動戰爭
H6634	想望
H6635	軍隊
H6636	洗扁
H6637	瑣比巴
H6638	腫起
H6639	膨脹的
H6640	事情
H6641	雜色的
H6642	達到
H6643	美麗
H6644	洗比雅
H6645	西比亞
H6646	瞪羚
H6647	沾浸
H6648	染料
H6649	祭便
H6650	洗波音
H6651	堆積
H6652	堆
H6653	禾捆
H6654	旁邊
H6655	旁邊
H6656	目的
H6657	西達達
H6658	埋伏等待
H6659	撒督
H6660	埋伏
H6661	西丁
H6662	公正的
H6663	公義
H6664	公正
H6665	正確的作為
H6666	公平
H6667	西底家
H6668	閃光
H6669	閃光的
H6670	嘶鳴
H6671	把油榨出來
H6672	正午
H6673	命令
H6674	污穢的
H6675	穢物
H6676	頸子
H6677	脖子
H6678	瑣巴
H6679	獵取
H6680	命令
H6681	喊叫
H6682	痛苦憂傷的大叫
H6683	深淵
H6684	戒絕食物
H6685	禁食
H6686	蘇押
H6687	流動
H6688	蜂房
H6689	蘇弗
H6690	瑣法
H6691	瑣法
H6692	開花
H6693	強迫
H6694	傾倒
H6695	強迫
H6696	圍攻
H6697	磐石
H6698	蘇珥
H6699	形狀
H6700	蘇列
H6701	蘇利沙代
H6702	點燃
H6703	眩目
H6704	乾裂的
H6705	使閃耀眩目
H6706	發光
H6707	乾涸之地
H6708	光亮
H6709	惡臭
H6710	焦乾的地區
H6711	笑
H6712	笑
H6713	灰紅色
H6714	瑣轄
H6715	黃褐色的
H6716	船
H6717	洗巴
H6718	打獵
H6719	獵人
H6720	糧食
H6721	西頓
H6722	西頓人
H6723	乾燥
H6724	乾旱
H6725	路標
H6726	錫安
H6727	西哈
H6728	曠野的野獸
H6729	枷鎖
H6730	洗珥
H6731	花卉
H6732	洗斯
H6733	花
H6734	繸子
H6735	使者
H6736	雕像
H6737	充當使節
H6738	蔭庇
H6739	禱告
H6740	烤
H6741	洗拉
H6742	糕餅
H6743	奔騰
H6744	發達
H6745	烹調用的鍋
H6746	水瓶
H6747	盤子
H6748	烤過的
H6749	沈入
H6750	刺痛
H6751	是黑的或變黑
H6752	影子
H6753	哈悉勒玻尼
H6754	形像
H6755	形像
H6756	撒們
H6757	死亡陰影
H6758	撒摩拿
H6759	撒慕拿
H6760	跛行
H6761	跛行
H6762	洗拉
H6763	肋骨
H6764	薩拉
H6765	西羅非哈
H6766	泄撒
H6767	騷動
H6768	洗勒
H6769	洗勒太
H6770	口渴
H6771	口渴的
H6772	口渴
H6773	乾透了的狀況
H6774	旱地
H6775	連合
H6776	一對
H6777	面紗
H6778	一堆葡萄乾
H6779	長出
H6780	發芽
H6781	手鐲
H6782	圈套
H6783	完成
H6784	乾枯
H6785	羊毛
H6786	洗瑪利人
H6787	洗瑪臉
H6788	樹梢
H6789	結束
H6790	尋
H6791	荊棘
H6792	羊群
H6793	勾子
H6794	水管
H6795	下降
H6796	棘棘
H6797	頭巾
H6798	乾枯
H6799	洗楠
H6800	使之謙卑：顯出謙卑
H6801	裹住
H6802	卷繞
H6803	罐子
H6804	管子
H6805	踏步
H6806	腳步
H6807	行進
H6808	屈身
H6809	包裝物
H6810	小的
H6811	撒益
H6812	年輕
H6813	流蕩
H6814	瑣安
H6815	撒拿音
H6816	形像
H6817	哭求
H6818	叫
H6819	變得不重要
H6820	瑣珥
H6821	拉在一起
H6822	小心留意
H6823	呈現
H6824	流出
H6825	洗玻
H6826	鍍金屬
H6827	洗分
H6828	北方
H6829	撒分
H6830	北方的
H6831	洗分族
H6832	糞
H6833	鳥
H6834	西撥
H6835	廣口瓶
H6836	崗哨
H6837	洗非芸
H6838	小薄餅
H6839	瑣腓
H6840	寶藏
H6841	公山羊
H6842	公山羊
H6843	辮子
H6844	地毯
H6845	隱藏
H6846	西番雅
H6847	撒發那忒巴內亞
H6848	毒蛇
H6849	分枝
H6850	啁啾叫
H6851	柳樹的一種
H6852	讓他離開
H6853	鳥
H6854	蛙
H6855	西坡拉
H6856	指甲
H6857	洗法
H6858	以金屬包附的柱頭
H6859	洗法
H6860	洗革拉
H6861	一袋子之量
H6862	狹窄
H6863	側耳
H6864	火石
H6865	推羅
H6866	燒焦
H6867	痂
H6868	洗利達
H6869	困境
H6870	洗魯雅
H6871	洗魯阿
H6872	捆
H6873	大叫
H6874	西利
H6875	一種可產出香脂的植物
H6876	推羅人
H6877	坑道
H6878	需求
H6879	生大痳瘋
H6880	大黃蜂
H6881	瑣拉
H6882	瑣拉人
H6883	痳瘋病
H6884	熔煉
H6885	金工匠
H6886	撒勒法
H6887	捆綁
H6888	西利拉
H6889	洗列
H6890	細列‧哈沙轄
H6891	撒拉但
H6892	嘔吐
H6893	一種在禮儀上不潔淨的鳥
H6894	一個測量乾物體積的單位
H6895	發出咒詛
H6896	肚腹
H6897	肚腹
H6898	大圓頂帳棚
H6899	積堆
H6900	墳墓
H6901	取
H6902	收到
H6903	前面
H6904	前面的東西
H6905	在……之前
H6906	搶劫
H6907	杯子
H6908	聚集
H6909	甲薛
H6910	聚集
H6911	基伯先
H6912	埋葬
H6913	墳墓
H6914	基博羅哈他瓦
H6915	低頭
H6916	香料的一種-桂皮
H6917	意思不明確
H6918	神聖的
H6919	點火
H6920	發燒
H6921	東方
H6922	神聖的
H6923	遇見
H6924	東方
H6925	之前
H6926	前方
H6927	古代
H6928	先前的時候或狀態
H6929	基底瑪
H6930	東方的
H6931	從前的
H6932	基底莫
H6933	先前的
H6934	甲篾
H6935	甲摩尼人
H6936	頭
H6937	哀痛
H6938	基達
H6939	汲淪
H6940	黑暗
H6941	悲哀地
H6942	使成聖
H6943	基低斯
H6944	分別
H6945	在神殿裡的男娼
H6946	加低斯
H6947	加低斯巴尼亞
H6948	廟妓
H6949	鈍的
H6950	聚集
H6951	集會
H6952	集會
H6953	收集者
H6954	基希拉他
H6955	哥轄
H6956	哥轄人
H6957	繩
H6958	嘔出
H6959	頭盔
H6960	等待
H6961	線
H6962	厭惡
H6963	聲音
H6964	哥賴雅
