G1	阿拉法
H5140	滴下
H5141	鼻環
H5142	受苦
H5143	損失
H5144	隔離
H5145	分別出來
H5146	挪亞
H5147	拿比
H5148	引導
H5149	尼宏
H5150	安慰
H5151	那鴻
H5152	拿鶴
H5153	鈴響
H5154	銅
H5155	笛
H5156	鼻孔
H5157	承受
H5158	溪流
H5159	承受
H5160	拿哈列
H5161	尼希蘭人
H5162	嘆息
H5163	那含
H5164	悔恨的
H5165	慰藉
H5166	尼希米
H5167	拿哈瑪尼
H5168	我們
H5169	緊急
H5170	鼻孔
H5171	拿哈萊
H5172	發斯聲
H5173	咒語
H5174	銅
H5175	蛇
H5176	拿轄
H5177	拿順
H5178	銅
H5179	尼護施他
H5180	銅製的
H5181	沉
H5182	降下
H5183	降下
H5184	拿哈
H5185	降下
H5186	散佈
H5187	裝載
H5188	耳環
H5189	植物的卷鬚
H5190	舉起
H5191	舉起
H5192	重累
H5193	設立
H5194	栽種
H5195	植物
H5196	尼他應
H5197	慢慢流
H5198	滴
H5199	尼陀法
H5200	尼陀法人
H5201	看守
H5202	保留
H5203	重擊
H5204	哀號
H5205	姿態
H5206	遷移
H5207	平靜的
H5208	可悅的
H5209	後裔
H5210	尼尼微
H5211	逃亡者
H5212	尼散
H5213	火花
H5214	耕地
H5215	耕地
H5216	燈
H5217	擊退
H5218	被擊打
H5219	被擊打
H5220	子孫
H5221	打擊
H5222	打擊者
H5223	被擊打
H5224	尼哥
H5225	拿艮
H5226	對面
H5227	對面
H5228	平直向前的
H5229	平直向前
H5230	欺詐
H5231	詭計
H5232	財產
H5233	積聚
H5234	細察
H5235	奇異的
H5236	外邦
H5237	奇異的
H5238	香料
H5239	完全
H5240	輕視
H5241	尼母利
H5242	尼母利人
H5243	要被剪短
H5244	螞蟻
H5245	豹
H5246	豹
H5247	寧拉
H5248	寧錄
H5249	寧林
H5250	寧示
H5251	旗
H5252	圍繞
H5253	退卻
H5254	試驗
H5255	拉開
H5256	拆除
H5257	傾注
H5258	傾注
H5259	交織
H5260	奠酒祭神
H5261	奠酒
H5262	奠酒
H5263	減弱
H5264	從遠處閃光
H5265	起行
H5266	升高
H5267	拿上來
H5268	尼斯洛
H5269	尼亞
H5270	挪阿
H5271	少年
H5272	尼業
H5273	歡樂的
H5274	鎖
H5275	鞋舌
H5276	愉快
H5277	拿安
H5278	合意
H5279	拿瑪
H5280	乃縵人
H5281	拿俄米
H5282	喜悅
H5283	乃縵
H5284	拿瑪人
H5285	荊棘
H5286	咆哮
H5287	跌落
H5288	男孩
H5289	遊蕩
H5290	童年時代
H5291	女孩
H5292	拿拉
H5293	拿萊
H5294	尼利雅
H5295	拿蘭
H5296	搖出去
H5297	挪弗
H5298	尼斐
H5299	高度
H5300	尼普心
H5301	喘息
H5302	挪法
H5303	男漢
H5304	尼普心
H5305	拿非施
H5306	光輝
H5307	使落入
H5308	落下
H5309	失落
H5310	打碎
H5311	風暴
H5312	冒出
H5313	支出
H5314	呼吸
H5315	呼吸
H5316	高處
H5317	滴落
H5318	尼弗多亞
H5319	掙扎
H5320	拿弗土希人
H5321	拿弗他利
H5322	花
H5323	飛出去
H5324	場所
H5325	固定
H5326	固定
H5327	往前去
H5328	開花
H5329	從遠處閃爍
H5330	成為領首的
H5331	一個目標
H5332	葡萄汁
H5333	營房
H5334	尼悉
H5335	尼細亞
H5336	保守的
H5337	奪取
H5338	救出
H5339	開花
H5340	閃光
H5341	保守
H5342	發芽
H5343	乾淨
H5344	刺穿
H5345	凹槽
H5346	尼吉
H5347	陰性
H5348	有點的
H5349	斑點
H5350	碎餅
H5351	突起的
H5352	潔淨
H5353	尼哥大
H5354	厭惡
H5355	無辜的
H5356	清潔
H5357	裂口
H5358	懷恨
H5359	報仇
H5360	報仇
H5361	覺得厭惡
H5362	打擊
H5363	打
H5364	繩子
H5365	鑽孔
H5366	裂縫
H5367	陷入網羅
H5368	碰
H5369	尼珥
H5370	匿甲
H5371	尼甲沙利薛
H5372	造謠中傷
H5373	甘松香
H5374	尼利亞
H5375	舉起
H5376	帶去
H5377	引入歧途
H5378	放利
H5379	拿出
H5380	吹
H5381	追隨
H5382	忘記
H5383	借與
H5384	風濕症
H5385	負擔
H5386	債
H5387	被高舉的
H5388	遺忘
H5389	女人
H5390	親嘴
H5391	用刺襲擊
H5392	借貸的利息
H5393	小室
H5394	拔下
H5395	吹走
H5396	生命氣息
H5397	吹氣
H5398	吹風
H5399	微風
H5400	著火
H5401	親嘴
H5402	軍器
H5403	鷹
H5404	鷹
H5405	除淨
H5406	書信
H5407	信
H5408	分割
H5409	碎片
H5410	痕跡
H5411	尼提寧
H5412	尼提寧
H5413	流出
H5414	給
H5415	給
H5416	拿單
H5417	拿坦業
H5418	尼探雅
H5419	拿單米勒
H5420	撕毀
H5421	撕去
H5422	拆毀
H5423	撕下
H5424	頭皮屑
H5425	跳
H5426	搖掉
H5427	炭酸鉀
H5428	撕下
H5429	細亞
H5430	軍用皮靴
H5431	鞋
H5432	度量
H5433	痛飲而滿足
H5434	西巴
H5435	飲酒
H5436	西巴人
H5437	周轉
H5438	作成
H5439	四周
H5440	纏繞
H5441	矮樹叢
H5442	矮樹叢
H5443	七絃琴
H5444	西比該
H5445	搬運
H5446	堅立
H5447	負擔
H5448	負擔
H5449	挑夫
H5450	搬運
H5451	西播列
H5452	切記
H5453	西伯蓮
H5454	撒弗他
H5455	撒弗提迦
H5456	俯伏
H5457	敬拜
H5458	關閉
H5459	財產
H5460	總督
H5461	省督
H5462	關閉
H5463	封住
H5464	大雨
H5465	枷
H5466	包裝
H5467	所多瑪
H5468	次序
H5469	圓
H5470	地牢
H5471	梭
H5472	畏縮
H5473	包圍
H5474	圍籬
H5475	開會
H5476	梭底
H5477	書亞
H5478	掃除
H5479	瑣太
H5480	塗抹
H5481	風笛
H5482	色弗尼
H5483	馬
H5484	母馬
H5485	穌西
H5486	奪去
H5487	止息
H5488	蘆葦
H5489	疏弗
H5490	結局
H5491	終
H5492	暴風
H5493	轉變方向
H5494	變成
H5495	蘇珥
H5496	戮刺
H5497	遮蓋
H5498	拉
H5499	破布
H5500	掃去
H5501	棄物
H5502	沖掉
H5503	交易
H5504	利益
H5505	商場
H5506	商業
H5507	包圍著人
H5508	黑玉石
H5509	金屬鎔渣
H5510	西彎
H5511	西宏
H5512	汛
H5513	西尼人
H5514	西乃
H5515	秦
H5516	西西拉
H5517	西亞
H5518	鍋
H5519	眾人
H5520	茅舍
H5521	茅舍
H5522	屋舍
H5523	疏割
H5524	疏割比訥
H5525	蘇基人
H5526	盤纏
H5527	西迦迦
H5528	使成笨瓜
H5529	笨瓜
H5530	笨瓜
H5531	笨瓜
H5532	素常行
H5533	切
H5534	關閉
H5535	靜默
H5536	柳枝
H5537	止於平衡
H5538	悉拉
H5539	踊躍
H5540	西列
H5541	放在其上
H5542	停止
H5543	撒路
H5544	尖刺
H5545	赦免
H5546	溫和的
H5547	饒恕
H5548	撒迦
H5549	築隄
H5550	軍事高壘
H5551	樓梯
H5552	柳枝籃筐
H5553	粗的磐石
H5554	西拉
H5555	西拉哈瑪希羅結
H5556	螞蚱
H5557	扭轉
H5558	扭曲
H5559	上升
H5560	麵粉
H5561	芬香
H5562	三甲尼波
H5563	葡萄樹花
H5564	依賴
H5565	西瑪迦
H5566	肖像
H5567	指定的
H5568	直立的
H5569	豎立的
H5570	西拿
H5571	參巴拉
H5572	荊棘
H5573	西尼
H5574	哈西努
H5575	瞎眼
H5576	西拿基立
H5577	枝子
H5578	三撒拿
H5579	鰭
H5580	蛾
H5581	西斯買
H5582	扶持
H5583	援助
H5584	急進
H5585	裂縫
H5586	分開
H5587	分開
H5588	分開的
H5589	枝
H5590	急衝
H5591	颶風
H5592	通道
H5593	撒弗
H5594	抓髮捶胸
H5595	刮盡
H5596	擦去
H5597	畜疥
H5598	細派
H5599	離開
H5600	船艙
H5601	藍寶石
H5602	盆
H5603	遮蔽
H5604	裝壁板
H5605	等在門口
H5606	拍掌
H5607	責罰
H5608	作記號
H5609	書卷
H5610	財產登記
H5611	西發
H5612	書寫
H5613	書記
H5614	西法拉
H5615	數目
H5616	西法瓦音人
H5617	西法瓦音
H5618	瑣斐列
H5619	要用重的
H5620	易怒的
H5621	刺
H5622	外衣
H5623	撒珥根
H5624	西烈
H5625	西烈人
H5626	西拉
H5627	變節
H5628	伸展
H5629	過多
H5630	盔甲
H5631	太監
H5632	統帥
H5633	輪軸
H5634	枝子
H5635	燒成灰
H5636	有刺蕁麻
H5637	轉去
H5638	冬天
H5639	西帖
H5640	阻塞
H5641	隱藏
H5642	拆毀
H5643	遮蔽
H5644	西提利
H5645	封套
H5646	楣樑
H5647	工作
H5648	行
H5649	僕人
H5650	僕人
H5651	以別
H5652	作為
H5653	亞比大
H5654	俄別以東
H5655	亞伯疊
H5656	工作
H5657	作成的
H5658	亞伯頓
H5659	奴役
H5660	亞伯底
H5661	押比疊
H5662	俄巴底
H5663	以伯米勒
H5664	亞伯尼歌
H5665	亞伯尼歌
H5666	稠密
H5667	抵押
H5668	橫過的
H5669	經過的
H5670	抵押
H5671	抵押品
H5672	稠密
H5673	勞動
H5674	經過
H5675	遠方
H5676	對面
H5677	希伯
H5678	爆發忿怒
H5679	渡口
H5680	希伯來人
H5681	伊比利
H5682	亞巴琳
H5683	義伯崙
H5684	阿博拿
H5685	枯竭
H5686	組合
H5687	編織
H5688	編織物
H5689	尾隨
H5690	愛
H5691	愛
H5692	餅
H5693	燕子
H5694	圓的
H5695	牛犢
H5696	旋轉的
H5697	母牛犢
H5698	以格拉
H5699	旋轉的物
H5700	伊磯倫
H5701	憂愁
H5702	阻止
H5703	終局
H5704	那麼遠
H5705	以及
H5706	擄掠
H5707	見證人
H5708	污損
H5709	改變
H5710	前進
H5711	亞大
H5712	集會
H5713	見證
H5714	易多
H5715	見證
H5716	華麗的裝飾品
H5717	亞第業
H5718	亞大雅
H5719	奢侈逸樂的
H5720	亞丁
H5721	亞第拿
H5722	亞底挪
H5723	亞底他音
H5724	亞第賚
H5725	亞杜蘭
H5726	亞杜蘭人
H5727	溫和的
H5728	直到現在
H5729	伊甸
H5730	愉快
H5731	伊甸
H5732	指定的時間
H5733	阿底拿
H5734	押拿
H5735	亞大達
H5736	多餘
H5737	排列
H5738	亞得
H5739	排列
H5740	以得
H5741	亞得列
H5742	扁豆
H5743	緊密的
H5744	俄備得
H5745	俄巴路
H5746	旋轉
H5747	噩
H5748	簧樂器
H5749	重複
H5750	重複
H5751	仍然
H5752	俄德
H5753	彎曲
H5754	傾覆
H5755	以瓦
H5756	避難
H5757	亞衛人
H5758	邪惡
H5759	嬰孩
H5760	邪惡
H5761	亞衛人
H5762	亞未得
H5763	哺乳
H5764	嬰兒
H5765	扭歪
H5766	兇惡
H5767	邪惡
H5768	乳兒
H5769	隱藏的
H5770	注視
H5771	荒謬
H5772	同居
H5773	乖謬
H5774	遮蓋
H5775	鳥
H5776	鳥
H5777	鉛
H5778	以斐
H5779	商議
H5780	烏斯
H5781	捆緊
H5782	醒起
H5783	顯露
H5784	糠
H5785	皮膚
H5786	變瞎
H5787	瞎眼的
H5788	瞎眼
H5789	急速
H5790	匆忙
H5791	曲解
H5792	鬱悶
H5793	烏太
H5794	堅強的
H5795	山羊
H5796	山羊
H5797	勇敢的
H5798	烏撒
H5799	阿撒瀉勒
H5800	鬆開
H5801	貿易
H5802	押卜
H5803	押甲
H5804	迦薩
H5805	放棄的
H5806	阿蘇巴
H5807	有力的
H5808	有力的
H5809	押朔
H5810	剛勇的
H5811	亞撒
H5812	亞撒西雅
H5813	烏西
H5814	烏西亞
H5815	雅薛
H5816	烏薛
H5817	烏薛人
H5818	烏西雅
H5819	亞西撒
H5820	押斯瑪弗
H5821	阿散
H5822	海鷹
H5823	掘挖
H5824	印章戒指
H5825	亞西加
H5826	環繞
H5827	以謝
H5828	援助
H5829	以謝
H5830	以斯拉
H5831	以斯拉
H5832	亞薩列
H5833	援助
H5834	以斯拉
H5835	圍繞
H5836	以斯利
H5837	亞斯列
H5838	亞撒利雅
H5839	亞撒利雅
H5840	亞斯利干
H5841	迦薩人
H5842	尖筆
H5843	謹慎
H5844	包裹
H5845	容器
H5846	噴嚏
H5847	蝙蝠
H5848	遮蔽
H5849	四面圍住
H5850	冠冕
H5851	亞他拉
H5852	亞大錄
H5853	亞他綠亞達
H5854	亞他錄伯約押
H5855	亞他錄朔反
H5856	廢墟
H5857	艾
H5858	以巴路
H5859	以雲
H5860	急忙
H5861	禿鷹
H5862	以坦
H5863	以耶亞巴琳
H5864	以因
H5865	永遠
H5866	以來
H5867	以攔
H5868	熱氣的能力
H5869	眼晴
H5870	眼
H5871	亞因
H5872	隱基底
H5873	隱干寧
H5874	隱多珥
H5875	隱哈歌利
H5876	隱哈大
H5877	隱夏瑣
H5878	哈律泉
H5879	伊拿印
H5880	安密巴
H5881	以南
H5882	隱以革蓮
H5883	隱羅結
H5884	音臨門
H5885	隱示麥
H5886	野狗井
H5887	隱他普亞
H5888	變憔悴
H5889	停滯的
H5890	昏暗
H5891	以法
H5892	城
H5893	以珥
H5894	守望的
H5895	驢駒
H5896	以拉
H5897	以拿
H5898	鹽城
H5899	棕樹城
H5900	以路
H5901	以利
H5902	以蘭
H5903	赤身
H5904	珥拿轄
H5905	伊珥示麥
H5906	大熊星座
H5907	亞革波
H5908	蜘蛛
H5909	老鼠
H5910	亞柯
H5911	亞割
H5912	亞干
H5913	動詞用腳鐐捆綁
H5914	足械
H5915	押撒
H5916	攪渾水
H5917	亞干
H5918	俄蘭
H5919	毒蛇
H5920	頂上
H5921	在上
H5922	在上
H5923	軛
H5924	在上
H5925	烏拉
H5926	口吃的
H5927	起來
H5928	燔祭
H5929	葉子
H5930	臺階
H5931	藉口
H5932	道德上的放縱
H5933	亞勒瓦
H5934	青春期
H5935	亞勒文
H5936	水蛭
H5937	歡躍
H5938	歡躍的
H5939	昏暗
H5940	杵
H5941	以利
H5942	高
H5943	至尊的
H5944	高的
H5945	高度
H5946	至尊
H5947	歡騰的
H5948	坩堝
H5949	功蹟
H5950	執行
H5951	歡騰
H5952	樓房
H5953	徹底實行
H5954	進入
H5955	拾遺穗
H5956	遮蓋視線
H5957	古時
H5958	少年
H5959	少女
H5960	亞勒們
H5961	女孩
H5962	以攔人
H5963	亞門低比拉太音
H5964	亞拉篾
H5965	歡躍
H5966	啜飲
H5967	肋骨
H5968	遮住
H5969	封閉
H5970	歡躍
H5971	百姓
H5972	百姓
H5973	與
H5974	藉
H5975	站立
H5976	搖動
H5977	地點
H5978	與同
H5979	場所
H5980	連合
H5981	烏瑪
H5982	柱子
H5983	亞捫
H5984	亞捫人
H5985	亞捫人
H5986	阿摩司
H5987	亞木
H5988	亞米利
H5989	亞米忽
H5990	暗米薩拔
H5991	亞米忽
H5992	亞米拿達
H5993	尊貴人
H5994	深奧的
H5995	一把禾稼
H5996	亞米沙代
H5997	交往
H5998	辛勞
H5999	辛勞
H6000	亞抹
H6001	勞碌
H6002	亞瑪力
H6003	亞瑪力人
H6004	聯合
H6005	以馬內利
H6006	裝載
H6007	亞瑪斯雅
H6008	亞末
H6009	深入
H6010	谷
H6011	深處
H6012	深的
H6013	深的
H6014	堆積
H6015	羊毛
H6016	一堆
H6017	蛾摩拉
H6018	暗利
H6019	暗蘭
H6020	暗蘭人
H6021	亞瑪撒
H6022	亞瑪賽
H6023	亞瑪帥
H6024	亞拿伯
H6025	葡萄
H6026	溫和的
H6027	豪華
H6028	豪華
H6029	綁鞋帶
H6030	注視
H6031	壓下
H6032	回答
H6033	窮人
H6034	亞拿
H6035	謙卑
H6036	亞諾
H6037	溫和
H6038	溫和
H6039	痛苦
H6040	受壓
H6041	受壓的
H6042	烏尼
H6043	亞奈雅
H6044	亞念
H6045	費
H6046	亞年
H6047	亞拿米人
H6048	亞拿米勒
H6049	遮蔽
H6050	雲
H6051	雲
H6052	亞難
H6053	密雲
H6054	阿拿尼
H6055	亞難尼
H6056	樹枝
H6057	小枝
H6058	有枝的
H6059	塞墊
H6060	頸飾
H6061	亞衲
H6062	亞衲人
H6063	亞乃
H6064	驅策
H6065	處於罰金
H6066	罰金
H6067	亞拿
H6068	亞拿突
H6069	亞拿突人
H6070	安陀提雅
H6071	新鮮葡萄汁
H6072	榨出汁水
H6073	樹枝
H6074	樹枝
H6075	增大
H6076	山岡
H6077	俄斐勒
H6078	俄弗尼
H6079	睫毛
H6080	成灰色
H6081	以弗
H6082	幼鹿
H6083	灰塵
H6084	俄弗拉
H6085	以弗崙
H6086	樹
H6087	造成
H6088	使痛苦
H6089	陶器
H6090	邪神
H6091	偶像
H6092	工人
H6093	煩惱
H6094	偶像
H6095	繫緊
H6096	脊骨
H6097	木材
H6098	忠告
H6099	有能力的
H6100	以旬迦別
H6101	閒散
H6102	怠惰的
H6103	懶惰
H6104	怠惰
H6105	縛牢
H6106	骨頭
H6107	以森
H6108	能力
H6109	力量
H6110	保衛
H6111	押們
H6112	伊斯尼人
H6113	圍繞
H6114	約束
H6115	封閉
H6116	聚會
H6117	增大
H6118	腳跟
H6119	腳跟
H6120	埋伏等候
H6121	小山
H6122	詭計
H6123	用帶綁
H6124	有紋的
H6125	強迫
H6126	亞谷
H6127	曲解
H6128	彎曲的
H6129	彎曲的
H6130	亞干
H6131	連根拔起
H6132	連根拔起
H6133	移植的人
H6134	以結
H6135	不生育的
H6136	殘幹
H6137	蠍子
H6138	以革倫
H6139	以革倫人
H6140	打結
H6141	扭曲
H6142	益吉
H6143	荒謬
H6144	亞珥
H6145	敵人
H6146	仇敵
H6147	珥
H6148	編織在一起
H6149	令人愉快
H6150	變為昏暗
H6151	攙雜
H6152	阿拉伯
H6153	黃昏
H6154	織物
H6155	柳樹
H6156	喜悅
H6157	蚊子
H6158	烏鴉
H6159	俄立
H6160	沙漠
H6161	抵押物
H6162	抵押
H6163	亞拉伯人
H6164	亞拉巴人
H6165	切慕
H6166	亞拉得
H6167	野驢
H6168	露出
H6169	赤裸的
H6170	堆積
H6171	野驢
H6172	赤裸
H6173	赤裸
H6174	赤身的
H6175	狡猾的
H6176	杜松
H6177	亞羅珥
H6178	懼怕
H6179	以利
H6180	以利人
H6181	赤裸
H6182	粗粉
H6183	天空
H6184	可怕的
H6185	赤裸的
H6186	排列
H6187	一堆
H6188	剝去
H6189	暴露的
H6190	包皮
H6191	顯露
H6192	聚起成堆
H6193	詭計
H6194	一堆
H6195	欺詐
H6196	篠懸木
H6197	以蘭
H6198	以蘭人
H6199	赤裸的
H6200	亞羅珥人
H6201	下沉
H6202	向下彎曲
H6203	頸背
H6204	俄珥巴
H6205	幽暗
H6206	驚恐
H6207	咬
H6208	亞基人
H6209	暴露
H6210	榻
H6211	蠹蟲
H6212	青草
H6213	行
H6214	亞撒黑
H6215	以掃
H6216	欺壓人的
H6217	暴虐
H6218	十
H6219	發光的
H6220	亞施法
H6221	亞薛
H6222	亞帥雅
H6223	富足的
H6224	第十
H6225	冒煙
H6226	冒煙的
H6227	冒煙
H6228	亞珊
H6229	傕迫
H6230	埃色
H6231	傕迫
H6232	以設
H6233	冤屈
H6234	身心痛苦
H6235	十
H6236	十
H6237	聚集
H6238	聚集
H6239	貲財
H6240	十幾
H6241	十分之
H6242	二十分之一
H6243	二十
H6244	萎縮
H6245	有光澤的
H6246	企圖
H6247	結構
H6248	思想
H6249	十一
H6250	思考
H6251	增長
H6252	亞斯他錄
H6253	亞斯他錄
H6254	亞斯他拉人
H6255	亞特律加寧
H6256	時候
H6257	準備
H6258	如今
H6259	豫備好
H6260	豫備好
H6261	合適的
H6262	亞太
H6263	豫備好
H6264	豫備好
H6265	亞他雅
H6266	古物
H6267	離去
H6268	年高可敬
H6269	亞撻
H6270	亞勒
H6271	亞他利雅
H6272	熾燃
H6273	俄得尼
H6274	俄陀聶
H6275	挪移
H6276	古時
H6277	鹵莽的
H6278	以特加汛
H6279	燒香敬拜
H6280	富餘
H6281	以帖
H6282	香
H6283	豐富
H6284	吹氣
H6285	方向
H6286	閃爍
H6287	裝飾
H6288	裝飾
H6289	照明
H6290	巴蘭
H6291	未熟的無花果
H6292	臭的
H6293	打擊
H6294	衝突
H6295	帕結
H6296	鬆弛
H6297	屍首
H6298	前來接觸
H6299	切斷
H6300	比大黑
H6301	比大蓿
H6302	救贖
H6303	巴頓
H6304	分別出來
H6305	毘大雅
H6306	贖價
H6307	巴旦亞蘭
H6308	尋回
H6309	板油
H6310	口
H6311	這地方
H6312	普瓦
H6313	鬆弛
H6314	間歇
H6315	噴出
H6316	弗
H6317	普鐵
H6318	波提乏
H6319	波提非拉
H6320	美好的顏色
H6321	稠密
H6322	普勒
H6323	轉變
H6324	普瓦人
H6325	普嫩
H6326	普阿
H6327	撞破成碎片
H6328	動搖
H6329	發出
H6330	使人絆倒之物
H6331	壓碎
H6332	普珥
H6333	酒醡
H6334	破拉他
H6335	散布
H6336	布特
H6337	純
H6338	精鍊
H6339	使結晶
H6340	分散
H6341	薄片
H6342	使吃驚
H6343	驚恐
H6344	睪丸
H6345	驚恐
H6346	地方行政長官
H6347	首領
H6348	起泡
H6349	沸騰的
H6350	輕浮
H6351	撒出
H6352	炭
H6353	窯匠
H6354	坑
H6355	巴哈摩押
H6356	洞
H6357	寶石
H6358	開的
H6359	開的
H6360	鎚
H6361	女人長袍
H6362	分開
H6363	裂開
H6364	比伯實
H6365	災禍
H6366	刀口
H6367	比哈希錄
H6368	細粉
H6369	非各
H6370	妾
H6371	肥胖
H6372	非尼哈
H6373	比嫩
H6374	邊
H6375	不穩
H6376	比遜
H6377	毘敦
H6378	細頸瓶
H6379	傾注
H6380	玻黑列哈斯巴音
H6381	分開
H6382	奇事
H6383	不平常的
H6384	法路人
H6385	分裂
H6386	分開
H6387	半
H6388	小河
H6389	法勒
H6390	小河
H6391	班次
H6392	地區
H6393	切肉刀
H6394	必達
H6395	辨別
H6396	法路
H6397	比倫人
H6398	切成薄片
H6399	服事
H6400	片
H6401	毘利哈
H6402	敬拜
H6403	滑出去
H6404	毘力
H6405	逃脫
H6406	帕提
H6407	帕勒提人
H6408	毘勒太
H6409	帕鐵
H6410	毘拉提
H6411	毘萊雅
H6412	避難者
H6413	拯救
H6414	法官
H6415	公平
H6416	法官的
H6417	法官
H6418	巡迴區
H6419	判決
H6420	巴拉
H6421	毘拉利
H6422	某一人
H6423	這樣一個
H6424	滾平
H6425	平衡
H6426	震動
H6427	驚恐
H6428	輥
H6429	非利士
H6430	非利士人
H6431	比勒
H6432	比利提人
H6433	口
H6434	角
H6435	排除
H6436	點心
H6437	轉回
H6438	角
H6439	毘努伊勒
H6440	面
H6441	面對
H6442	內部
H6443	珍珠
H6444	毘尼拿
H6445	使虛弱
H6446	手掌
H6447	伸出去的手掌
H6448	炫耀
H6449	毘斯迦
H6450	巴斯達憫
H6451	擴展
H6452	跳躍
H6453	略過
H6454	巴西亞
H6455	瘸腿
H6456	偶像
H6457	巴薩
H6458	雕刻
H6459	偶像
H6460	古希臘的七絃琴
H6461	使消散
H6462	毘斯巴
H6463	尖聲叫喊
H6464	巴烏
H6465	毘珥
H6466	行
H6467	行動
H6468	工作
H6469	毘烏利太
H6470	輕敲
H6471	一擊
H6472	鈴鐺
H6473	張開
H6474	帕萊
H6475	裂開
H6476	發出
H6477	鈍
H6478	剝皮
H6479	皮
H6480	震裂
H6481	裂開
H6482	傷
H6483	哈闢悉
H6484	擁擠
H6485	視察
H6486	視察
H6487	交付
H6488	管理
H6489	比割
H6490	指定的
H6491	開
H6492	比加
H6493	明眼人
H6494	比加轄
H6495	救出監牢
H6496	監督者
H6497	半球形
H6498	野瓜
H6499	公牛
H6500	結果子
H6501	野驢
H6502	毘蘭
H6503	一個區
H6504	突破
H6505	騾子
H6506	母騾
H6507	分別出來的
H6508	公園
H6509	結果子
H6510	小母牛
H6511	巴拉
H6512	洞
H6513	普拉
H6514	比路大
H6515	帕路亞
H6516	巴瓦音
H6517	煮鍋
H6518	首領
H6519	暢開的鄉村
H6520	長官職權
H6521	鄉村的
H6522	比利洗人
H6523	鐵
H6524	萌芽發蕾
H6525	花萼
H6526	子孫
H6527	散播話語
H6528	掉落的果子
H6529	果實
H6530	強暴
H6531	破裂
H6532	分離
H6533	撕裂
H6534	帕瑪斯他
H6535	帕納
H6536	分為小塊
H6537	烏法珥新
H6538	爪
H6539	波斯
H6540	波斯人
H6541	分蹄
H6542	波斯的
H6543	波斯王
H6544	鬆開
H6545	髮
H6546	首領
H6547	法老
H6548	法老合弗拉
H6549	法老尼哥
H6550	跳蚤
H6551	巴錄
H6552	比拉頓
H6553	比拉頓人
H6554	法珥法
H6555	拆毀
H6556	破口
H6557	法勒斯
H6558	法勒斯人
H6559	毘拉心
H6560	毘列斯烏撒
H6561	摘下
H6562	斷絕
H6563	強奪
H6564	湯
H6565	廢棄
H6566	舉起
H6567	分開
H6568	清楚的
H6569	排泄物
H6570	毘利施
H6571	駿馬
H6572	謄本
H6573	抄本
H6574	跨部
H6575	說明
H6576	擴展
H6577	巴珊大他
H6578	伯拉
H6579	顯貴之人
H6580	愚蠢
H6581	展開
H6582	撕碎
H6583	巴施戶珥
H6584	展出
H6585	邁步
H6586	脫離
H6587	大走一步
H6588	叛亂
H6589	分離
H6590	講解
H6591	講解
H6592	解釋
H6593	亞麻布
H6594	亞麻布
H6595	一點
H6596	樞紐
H6597	立刻
H6598	美味
H6599	判決
H6600	話語
H6601	打開
H6602	毘土珥
H6603	雕刻法
H6604	毘奪
H6605	敞開
H6606	開
H6607	口
H6608	口
H6609	打開的
H6610	打開
H6611	毘他希雅
H6612	愚昧
H6613	開
H6614	節日穿的衣服
H6615	愚蠢
H6616	編織
H6617	編織
H6618	彎曲的
H6619	比東
H6620	毒蛇
H6621	霎眼之間
H6622	打開
H6623	講解
H6624	巴忒羅
H6625	帕斯魯細人
H6626	打開
H6627	發出
H6628	蓮株
H6629	羊群
H6630	撒南
H6631	出生
H6632	轎
H6633	集結
H6634	願意
H6635	大量的人
H6636	洗扁
H6637	瑣比巴
H6638	積聚
H6639	腫脹
H6640	心願
H6641	染色
H6642	抓住
H6643	華麗
H6644	洗比雅
H6645	西比亞
H6646	瞪羚
H6647	沾
H6648	染料
H6649	祭便
H6650	洗波音
H6651	聚合
H6652	一堆
H6653	一捆稿稈
H6654	旁邊
H6655	在側旁
H6656	設計
H6657	西達達
H6658	追捕
H6659	撒督
H6660	埋伏
H6661	西丁
H6662	義的
H6663	稱義
H6664	公義
H6665	德行
H6666	公義
H6667	西底家
H6668	閃亮
H6669	金黃色
H6670	閃光
H6671	閃光
H6672	光
H6673	命令
H6674	污損
H6675	排泄物
H6676	頸項
H6677	頸背
H6678	瑣巴
H6679	伏候
H6680	任命
H6681	尖叫
H6682	尖叫
H6683	深淵
H6684	封閉
H6685	禁食
H6686	蘇押
H6687	溢出
H6688	蜂房
H6689	蘇弗
H6690	瑣法
H6691	瑣法
H6692	閃爍
H6693	緊壓
H6694	傾吐
H6695	困苦
H6696	朿縛
H6697	懸崖
H6698	蘇珥
H6699	盤石
H6700	蘇列
H6701	蘇利沙代
H6702	火焰
H6703	眩目的
H6704	枯乾的
H6705	發亮
H6706	閃耀的
H6707	枯乾地區
H6708	空曠處
H6709	臭氣
H6710	乾旱地
H6711	率直的笑
H6712	喜笑
H6713	光彩
H6714	瑣轄
H6715	白的
H6716	船
H6717	洗巴
H6718	打獵
H6719	獵人
H6720	食物
H6721	西頓
H6722	西頓人
H6723	乾旱
H6724	沙漠
H6725	紀念碑
H6726	錫安
H6727	西哈
H6728	曠野
H6729	枷
H6730	洗珥
H6731	閃爍
H6732	洗斯
H6733	花
H6734	如花的
H6735	樞紐
H6736	美麗的樣式
H6737	差使
H6738	蔭
H6739	祈禱
H6740	燒烤
H6741	洗拉
