1	G70971	Βίβλος
126416	G70026	ἀγάπη
126417	G73459	τοῦ
126418	G72301	θεοῦ
126419	G72427	ἵνα
126420	G73459	τὰς
126421	G71778	ἐντολὰς
126422	G70838	αὐτοῦ
126423	G74940	τηρῶμεν
126424	G72518	καὶ
126425	G73459	αἱ
126426	G71778	ἐντολαὶ
126427	G70838	αὐτοῦ
126428	G70921	βαρεῖαι
126429	G73628	οὐκ
126430	G71503	εἰσίν
126431	G73627	ὅτι
126432	G73827	πᾶν
126433	G73459	τὸ
126434	G71078	γεγεννημένον
126435	G71527	ἐκ
126436	G73459	τοῦ
126437	G72301	θεοῦ
126438	G73400	νικᾷ
126439	G73459	τὸν
126440	G72875	κόσμον
126441	G72518	καὶ
126442	G73651	αὕτη
126443	G71503	ἐστὶν
126444	G73459	ἡ
126445	G73401	νίκη
126446	G73459	ἡ
126447	G73400	νικήσασα
126448	G73459	τὸν
126449	G72875	κόσμον
126450	G73459	ἡ
126451	G73975	πίστις
126452	G71476	ἡμῶν
126453	G74958	τίς
126454	G71158	δέ
126455	G71503	ἐστιν
126456	G73459	ὁ
126457	G73400	νικῶν
126458	G73459	τὸν
126459	G72875	κόσμον
126460	G71489	εἰ
126461	G73244	μὴ
126462	G73459	ὁ
126463	G73973	πιστεύων
126464	G73627	ὅτι
126465	G72409	Ἰησοῦς
126466	G71503	ἐστιν
126467	G73459	ὁ
126468	G75057	υἱὸς
126469	G73459	τοῦ
126470	G72301	θεοῦ
126471	G73651	Οὗτός
126472	G71503	ἐστιν
126473	G73459	ὁ
126474	G72056	ἐλθὼν
126475	G71219	δι’
126476	G75054	ὕδατος
126477	G72518	καὶ
126478	G70131	αἵματος
126479	G72409	Ἰησοῦς
126480	G75388	Χριστός
126481	G73628	οὐκ
126482	G71713	ἐν
126483	G73459	τῷ
126484	G75054	ὕδατι
126485	G73315	μόνον
126486	G70236	ἀλλ’
126487	G71713	ἐν
126488	G73459	τῷ
126489	G75054	ὕδατι
126490	G72518	καὶ
126491	G71713	ἐν
126492	G73459	τῷ
126493	G70131	αἵματι
126494	G72518	καὶ
126495	G73459	τὸ
126496	G74021	πνεῦμά
126497	G71503	ἐστιν
126498	G73459	τὸ
126499	G73128	μαρτυροῦν
126500	G73627	ὅτι
126501	G73459	τὸ
126502	G74021	πνεῦμά
126503	G71503	ἐστιν
126504	G73459	ἡ
126505	G70226	ἀλήθεια
126506	G73627	ὅτι
126507	G74988	τρεῖς
126508	G71503	εἰσιν
126509	G73459	οἱ
126510	G73128	μαρτυροῦντες
126511	G73459	τὸ
126512	G74021	πνεῦμα
126513	G72518	καὶ
126514	G73459	τὸ
126515	G75054	ὕδωρ
126516	G72518	καὶ
126517	G73459	τὸ
126518	G70131	αἷμα
126519	G72518	καὶ
126520	G73459	οἱ
126521	G74988	τρεῖς
126522	G71511	εἰς
126523	G73459	τὸ
126524	G71512	ἕν
126525	G71503	εἰσιν
126526	G71489	εἰ
126527	G73459	τὴν
126528	G73129	μαρτυρίαν
126529	G73459	τῶν
126530	G70448	ἀνθρώπων
126531	G72970	λαμβάνομεν
126532	G73459	ἡ
126533	G73129	μαρτυρία
126534	G73459	τοῦ
126535	G72301	θεοῦ
126536	G73156	μείζων
126537	G71503	ἐστίν
126538	G73627	ὅτι
126539	G73651	αὕτη
126540	G71503	ἐστὶν
126541	G73459	ἡ
126542	G73129	μαρτυρία
126543	G73459	τοῦ
126544	G72301	θεοῦ
126545	G73627	ὅτι
126546	G73128	μεμαρτύρηκεν
126547	G73883	περὶ
126548	G73459	τοῦ
126549	G75057	υἱοῦ
126550	G70838	αὐτοῦ
126551	G73459	ὁ
126552	G73973	πιστεύων
126553	G71511	εἰς
126554	G73459	τὸν
126555	G75057	υἱὸν
126556	G73459	τοῦ
126557	G72301	θεοῦ
126558	G72182	ἔχει
126559	G73459	τὴν
126560	G73129	μαρτυρίαν
126561	G71713	ἐν
126562	G71440	αὑτῷ
126563	G73459	ὁ
126564	G73244	μὴ
126565	G73973	πιστεύων
126566	G73459	τῷ
126567	G72301	θεῷ
126568	G75425	ψεύστην
126569	G74030	πεποίηκεν
126570	G70838	αὐτόν
126571	G73627	ὅτι
126572	G73628	οὐ
126573	G73973	πεπίστευκεν
126574	G71511	εἰς
126575	G73459	τὴν
126576	G73129	μαρτυρίαν
126577	G73613	ἣν
126578	G73128	μεμαρτύρηκεν
126579	G73459	ὁ
126580	G72301	θεὸς
126581	G73883	περὶ
126582	G73459	τοῦ
126583	G75057	υἱοῦ
126584	G70838	αὐτοῦ
126585	G72518	καὶ
126586	G73651	αὕτη
126587	G71503	ἐστὶν
126588	G73459	ἡ
126589	G73129	μαρτυρία
126590	G73627	ὅτι
126591	G72213	ζωὴν
126592	G70167	αἰώνιον
126593	G71322	ἔδωκεν
126594	G73459	ὁ
126595	G72301	θεὸς
126596	G71476	ἡμῖν
126597	G72518	καὶ
126598	G73651	αὕτη
126599	G73459	ἡ
126600	G72213	ζωὴ
126601	G71713	ἐν
126602	G73459	τῷ
126603	G75057	υἱῷ
126604	G70838	αὐτοῦ
126605	G71503	ἐστιν
126606	G73459	ὁ
126607	G72182	ἔχων
126608	G73459	τὸν
126609	G75057	υἱὸν
126610	G72182	ἔχει
126611	G73459	τὴν
126612	G72213	ζωήν
126613	G73459	ὁ
126614	G73244	μὴ
126615	G72182	ἔχων
126616	G73459	τὸν
126617	G75057	υἱὸν
126618	G73459	τοῦ
126619	G72301	θεοῦ
126620	G73459	τὴν
126621	G72213	ζωὴν
126622	G73628	οὐκ
126623	G72182	ἔχει
126624	G73651	Ταῦτα
126625	G71122	ἔγραψα
126626	G74631	ὑμῖν
126627	G72427	ἵνα
126628	G73479	εἰδῆτε
126629	G73627	ὅτι
126630	G72213	ζωὴν
126631	G72182	ἔχετε
126632	G70167	αἰώνιον
126633	G73459	τοῖς
126634	G73973	πιστεύουσιν
126635	G71511	εἰς
126636	G73459	τὸ
126637	G73561	ὄνομα
126638	G73459	τοῦ
126639	G75057	υἱοῦ
126640	G73459	τοῦ
126641	G72301	θεοῦ
126642	G72518	καὶ
126643	G73651	αὕτη
126644	G71503	ἐστὶν
126645	G73459	ἡ
126646	G73825	παρρησία
126647	G73613	ἣν
126648	G72182	ἔχομεν
126649	G74182	πρὸς
126650	G70838	αὐτόν
126651	G73627	ὅτι
126652	G71438	ἐάν
126653	G74957	τι
126654	G70155	αἰτώμεθα
126655	G72579	κατὰ
126656	G73459	τὸ
126657	G72292	θέλημα
126658	G70838	αὐτοῦ
126659	G70190	ἀκούει
126660	G71476	ἡμῶν
126661	G72518	καὶ
126662	G71438	ἐὰν
126663	G73479	οἴδαμεν
126664	G73627	ὅτι
126665	G70190	ἀκούει
126666	G71476	ἡμῶν
126667	G73613	ὃ
126668	G71438	ἐὰν
126669	G70155	αἰτώμεθα
126670	G73479	οἴδαμεν
126671	G73627	ὅτι
126672	G72182	ἔχομεν
126673	G73459	τὰ
126674	G70156	αἰτήματα
126675	G73613	ἃ
126676	G70155	ᾐτήκαμεν
126677	G70571	ἀπ’
126678	G70838	αὐτοῦ
126679	G71438	ἐάν
126680	G74957	τις
126681	G73583	ἴδῃ
126682	G73459	τὸν
126683	G70081	ἀδελφὸν
126684	G70838	αὐτοῦ
126685	G70266	ἁμαρτάνοντα
126686	G70268	ἁμαρτίαν
126687	G73244	μὴ
126688	G74182	πρὸς
126689	G72273	θάνατον
126690	G70155	αἰτήσει
126691	G72518	καὶ
126692	G71322	δώσει
126693	G70838	αὐτῷ
126694	G72213	ζωήν
126695	G73459	τοῖς
126696	G70266	ἁμαρτάνουσιν
126697	G73244	μὴ
126698	G74182	πρὸς
126699	G72273	θάνατον
126700	G71503	ἔστιν
126701	G70268	ἁμαρτία
126702	G74182	πρὸς
126703	G72273	θάνατον
126704	G73628	οὐ
126705	G73883	περὶ
126706	G71555	ἐκείνης
126707	G72989	λέγω
126708	G72427	ἵνα
126709	G72057	ἐρωτήσῃ
126710	G73827	πᾶσα
126711	G70093	ἀδικία
126712	G70268	ἁμαρτία
126713	G71503	ἐστίν
126714	G72518	καὶ
126715	G71503	ἔστιν
126716	G70268	ἁμαρτία
126717	G73628	οὐ
126718	G74182	πρὸς
126719	G72273	θάνατον
126720	G73479	Οἴδαμεν
126721	G73627	ὅτι
126722	G73827	πᾶς
126723	G73459	ὁ
126724	G71078	γεγεννημένος
126725	G71527	ἐκ
126726	G73459	τοῦ
126727	G72301	θεοῦ
126728	G73628	οὐχ
126729	G70266	ἁμαρτάνει
126730	G70236	ἀλλ’
126731	G73459	ὁ
126732	G71078	γεννηθεὶς
126733	G71527	ἐκ
126734	G73459	τοῦ
126735	G72301	θεοῦ
126736	G74940	τηρεῖ
126737	G70838	αὐτόν
126738	G72518	καὶ
126739	G73459	ὁ
126740	G74061	πονηρὸς
126741	G73628	οὐχ
126742	G70673	ἅπτεται
126743	G70838	αὐτοῦ
126744	G73479	οἴδαμεν
126745	G73627	ὅτι
126746	G71527	ἐκ
126747	G73459	τοῦ
126748	G72301	θεοῦ
126749	G71503	ἐσμεν
126750	G72518	καὶ
126751	G73459	ὁ
126752	G72875	κόσμος
126753	G73524	ὅλος
126754	G71713	ἐν
126755	G73459	τῷ
126756	G74061	πονηρῷ
126757	G72734	κεῖται
126758	G73479	οἴδαμεν
126759	G71158	δὲ
126760	G73627	ὅτι
126761	G73459	ὁ
126762	G75057	υἱὸς
126763	G73459	τοῦ
126764	G72301	θεοῦ
126765	G72230	ἥκει
126766	G72518	καὶ
126767	G71322	δέδωκεν
126768	G71476	ἡμῖν
126769	G71268	διάνοιαν
126770	G72427	ἵνα
126771	G71094	γινώσκωμεν
126772	G73459	τὸν
126773	G70229	ἀληθινόν
126774	G72518	καὶ
126775	G71503	ἐσμὲν
126776	G71713	ἐν
126777	G73459	τῷ
126778	G70229	ἀληθινῷ
126779	G71713	ἐν
126780	G73459	τῷ
126781	G75057	υἱῷ
126782	G70838	αὐτοῦ
126783	G72409	Ἰησοῦ
126784	G75388	Χριστῷ
126785	G73651	οὗτός
126786	G71503	ἐστιν
126787	G73459	ὁ
126788	G70229	ἀληθινὸς
126789	G72301	θεὸς
126790	G72518	καὶ
126791	G72213	ζωὴ
126792	G70167	αἰώνιος
126793	G74897	Τεκνία
126794	G75286	φυλάξατε
126795	G71440	ἑαυτὰ
126796	G70571	ἀπὸ
126797	G73459	τῶν
126798	G71496	εἰδώλων
126799	G73459	Ὁ
126800	G74114	πρεσβύτερος
126801	G71579	ἐκλεκτῇ
126802	G72946	κυρίᾳ
126803	G72518	καὶ
126804	G73459	τοῖς
126805	G74900	τέκνοις
126806	G70838	αὐτῆς
126807	G73613	οὓς
126808	G71476	ἐγὼ
126809	G70025	ἀγαπῶ
126810	G71713	ἐν
126811	G70226	ἀληθείᾳ
126812	G72518	καὶ
126813	G73628	οὐκ
126814	G71476	ἐγὼ
126815	G73315	μόνος
126816	G70236	ἀλλὰ
126817	G72518	καὶ
126818	G73827	πάντες
126819	G73459	οἱ
126820	G71094	ἐγνωκότες
126821	G73459	τὴν
126822	G70226	ἀλήθειαν
126823	G71219	διὰ
126824	G73459	τὴν
126825	G70226	ἀλήθειαν
126826	G73459	τὴν
126827	G73188	μένουσαν
126828	G71713	ἐν
126829	G71476	ἡμῖν
126830	G72518	καὶ
126831	G73208	μεθ’
126832	G71476	ἡμῶν
126833	G71503	ἔσται
126834	G71511	εἰς
126835	G73459	τὸν
126836	G70166	αἰῶνα
126837	G71503	ἔσται
126838	G73208	μεθ’
126839	G71476	ἡμῶν
126840	G75329	χάρις
126841	G71649	ἔλεος
126842	G71507	εἰρήνη
126843	G73715	παρὰ
126844	G72301	θεοῦ
126845	G73833	πατρός
126846	G72518	καὶ
126847	G73715	παρὰ
126848	G72409	Ἰησοῦ
126849	G75388	Χριστοῦ
126850	G73459	τοῦ
126851	G75057	υἱοῦ
126852	G73459	τοῦ
126853	G73833	πατρός
126854	G71713	ἐν
126855	G70226	ἀληθείᾳ
126856	G72518	καὶ
126857	G70026	ἀγάπῃ
126858	G75307	Ἐχάρην
126859	G73015	λίαν
126860	G73627	ὅτι
126861	G72137	εὕρηκα
126862	G71527	ἐκ
126863	G73459	τῶν
126864	G74900	τέκνων
126865	G74631	σου
126866	G73915	περιπατοῦντας
126867	G71713	ἐν
126868	G70226	ἀληθείᾳ
126869	G72516	καθὼς
126870	G71778	ἐντολὴν
126871	G72970	ἐλάβομεν
126872	G73715	παρὰ
126873	G73459	τοῦ
126874	G73833	πατρός
126875	G72518	καὶ
126876	G73440	νῦν
126877	G72057	ἐρωτῶ
126878	G74631	σε
126879	G72946	κυρία
126880	G73628	οὐχ
126881	G75452	ὡς
126882	G71778	ἐντολὴν
126883	G72522	καινὴν
126884	G71122	γράφων
126885	G74631	σοι
126886	G70236	ἀλλὰ
126887	G73613	ἣν
126888	G72182	εἴχομεν
126889	G70571	ἀπ’
126890	G70739	ἀρχῆς
126891	G72427	ἵνα
126892	G70025	ἀγαπῶμεν
126893	G70242	ἀλλήλους
126894	G72518	καὶ
126895	G73651	αὕτη
126896	G71503	ἐστὶν
126897	G73459	ἡ
126898	G70026	ἀγάπη
126899	G72427	ἵνα
126900	G73915	περιπατῶμεν
126901	G72579	κατὰ
126902	G73459	τὰς
126903	G71778	ἐντολὰς
126904	G70838	αὐτοῦ
126905	G73651	αὕτη
126906	G73459	ἡ
126907	G71778	ἐντολή
126908	G71503	ἐστιν
126909	G72516	καθὼς
126910	G70190	ἠκούσατε
126911	G70571	ἀπ’
126912	G70739	ἀρχῆς
126913	G72427	ἵνα
126914	G71713	ἐν
126915	G70838	αὐτῇ
126916	G73915	περιπατῆτε
126917	G73627	ὅτι
126918	G74054	πολλοὶ
126919	G73981	πλάνοι
126920	G71823	ἐξῆλθον
126921	G71511	εἰς
126922	G73459	τὸν
126923	G72875	κόσμον
126924	G73459	οἱ
126925	G73244	μὴ
126926	G73545	ὁμολογοῦντες
126927	G72409	Ἰησοῦν
126928	G75388	Χριστὸν
126929	G72056	ἐρχόμενον
126930	G71713	ἐν
126931	G74424	σαρκί
126932	G73651	οὗτός
126933	G71503	ἐστιν
126934	G73459	ὁ
126935	G73981	πλάνος
126936	G72518	καὶ
126937	G73459	ὁ
126938	G70501	ἀντίχριστος
126939	G70986	βλέπετε
126940	G71440	ἑαυτούς
126941	G72427	ἵνα
126942	G73244	μὴ
126943	G70617	ἀπολέσητε
126944	G73613	ἃ
126945	G72031	εἰργασάμεθα
126946	G70236	ἀλλὰ
126947	G73284	μισθὸν
126948	G74004	πλήρη
126949	G70614	ἀπολάβητε
126950	G73827	πᾶς
126951	G73459	ὁ
126952	G74123	προάγων
126953	G72518	καὶ
126954	G73244	μὴ
126955	G73188	μένων
126956	G71713	ἐν
126957	G73459	τῇ
126958	G71319	διδαχῇ
126959	G73459	τοῦ
126960	G75388	Χριστοῦ
126961	G72301	θεὸν
126962	G73628	οὐκ
126963	G72182	ἔχει
126964	G73459	ὁ
126965	G73188	μένων
126966	G71713	ἐν
126967	G73459	τῇ
126968	G71319	διδαχῇ
126969	G73651	οὗτος
126970	G72518	καὶ
126971	G73459	τὸν
126972	G73833	πατέρα
126973	G72518	καὶ
126974	G73459	τὸν
126975	G75057	υἱὸν
126976	G72182	ἔχει
126977	G71489	εἴ
126978	G74957	τις
126979	G72056	ἔρχεται
126980	G74182	πρὸς
126981	G74631	ὑμᾶς
126982	G72518	καὶ
126983	G73651	ταύτην
126984	G73459	τὴν
126985	G71319	διδαχὴν
126986	G73628	οὐ
126987	G75188	φέρει
126988	G73244	μὴ
126989	G72970	λαμβάνετε
126990	G70838	αὐτὸν
126991	G71511	εἰς
126992	G73486	οἰκίαν
126993	G72518	καὶ
126994	G75307	χαίρειν
126995	G70838	αὐτῷ
126996	G73244	μὴ
126997	G72989	λέγετε
126998	G73459	ὁ
126999	G72989	λέγων
127000	G71060	γὰρ
127001	G70838	αὐτῷ
127002	G75307	χαίρειν
127003	G72826	κοινωνεῖ
127004	G73459	τοῖς
127005	G72034	ἔργοις
127006	G70838	αὐτοῦ
127007	G73459	τοῖς
127008	G74061	πονηροῖς
127009	G74054	Πολλὰ
127010	G72182	ἔχων
127011	G74631	ὑμῖν
127012	G71122	γράφειν
127013	G73628	οὐκ
127014	G71009	ἐβουλήθην
127015	G71219	διὰ
127016	G75333	χάρτου
127017	G72518	καὶ
127018	G73169	μέλανος
127019	G70236	ἀλλὰ
127020	G71672	ἐλπίζω
127021	G71093	γενέσθαι
127022	G74182	πρὸς
127023	G74631	ὑμᾶς
127024	G72518	καὶ
127025	G74612	στόμα
127026	G74182	πρὸς
127027	G74612	στόμα
127028	G72968	λαλῆσαι
127029	G72427	ἵνα
127030	G73459	ἡ
127031	G75323	χαρὰ
127032	G74631	ὑμῶν
127033	G74007	πεπληρωμένη
127034	G71503	ᾖ
127035	G70774	Ἀσπάζεταί
127036	G74631	σε
127037	G73459	τὰ
127038	G74900	τέκνα
127039	G73459	τῆς
127040	G70080	ἀδελφῆς
127041	G74631	σου
127042	G73459	τῆς
127043	G71579	ἐκλεκτῆς
127044	G73459	Ὁ
127045	G74114	πρεσβύτερος
127046	G71046	Γαΐῳ
127047	G73459	τῷ
127048	G70027	ἀγαπητῷ
127049	G73613	ὃν
127050	G71476	ἐγὼ
127051	G70025	ἀγαπῶ
127052	G71713	ἐν
127053	G70226	ἀληθείᾳ
127054	G70027	Ἀγαπητέ
127055	G73883	περὶ
127056	G73827	πάντων
127057	G72161	εὔχομαί
127058	G74631	σε
127059	G72126	εὐοδοῦσθαι
127060	G72518	καὶ
127061	G75048	ὑγιαίνειν
127062	G72516	καθὼς
127063	G72126	εὐοδοῦταί
127064	G74631	σου
127065	G73459	ἡ
127066	G75432	ψυχή
127067	G75307	ἐχάρην
127068	G71060	γὰρ
127069	G73015	λίαν
127070	G72056	ἐρχομένων
127071	G70081	ἀδελφῶν
127072	G72518	καὶ
127073	G73128	μαρτυρούντων
127074	G74631	σου
127075	G73459	τῇ
127076	G70226	ἀληθείᾳ
127077	G72516	καθὼς
127078	G74631	σὺ
127079	G71713	ἐν
127080	G70226	ἀληθείᾳ
127081	G73915	περιπατεῖς
127082	G73167	μειζοτέραν
127083	G73651	τούτων
127084	G73628	οὐκ
127085	G72182	ἔχω
127086	G75323	χαράν
127087	G72427	ἵνα
127088	G70190	ἀκούω
127089	G73459	τὰ
127090	G71690	ἐμὰ
127091	G74900	τέκνα
127092	G71713	ἐν
127093	G73459	τῇ
127094	G70226	ἀληθείᾳ
127095	G73915	περιπατοῦντα
127096	G70027	Ἀγαπητέ
127097	G73977	πιστὸν
127098	G74030	ποιεῖς
127099	G73613	ὃ
127100	G71438	ἐὰν
127101	G72031	ἐργάσῃ
127102	G71511	εἰς
127103	G73459	τοὺς
127104	G70081	ἀδελφοὺς
127105	G72518	καὶ
127106	G73651	τοῦτο
127107	G73452	ξένους
127108	G73613	οἳ
127109	G73128	ἐμαρτύρησάν
127110	G74631	σου
127111	G73459	τῇ
127112	G70026	ἀγάπῃ
127113	G71792	ἐνώπιον
127114	G71568	ἐκκλησίας
127115	G73613	οὓς
127116	G72557	καλῶς
127117	G74030	ποιήσεις
127118	G74179	προπέμψας
127119	G70517	ἀξίως
127120	G73459	τοῦ
127121	G72301	θεοῦ
127122	G75073	ὑπὲρ
127123	G71060	γὰρ
127124	G73459	τοῦ
127125	G73561	ὀνόματος
127126	G71823	ἐξῆλθον
127127	G73248	μηδὲν
127128	G72970	λαμβάνοντες
127129	G70571	ἀπὸ
127130	G73459	τῶν
127131	G71485	ἐθνικῶν
127132	G71476	ἡμεῖς
127133	G73640	οὖν
127134	G73657	ὀφείλομεν
127135	G75120	ὑπολαμβάνειν
127136	G73459	τοὺς
127137	G74965	τοιούτους
127138	G72427	ἵνα
127139	G74763	συνεργοὶ
127140	G71093	γινώμεθα
127141	G73459	τῇ
127142	G70226	ἀληθείᾳ
127143	G71122	Ἔγραψά
127144	G74957	τι
127145	G73459	τῇ
127146	G71568	ἐκκλησίᾳ
127147	G70236	ἀλλ’
127148	G73459	ὁ
127149	G75229	φιλοπρωτεύων
127150	G70838	αὐτῶν
127151	G71360	Διοτρέφης
127152	G73628	οὐκ
127153	G71918	ἐπιδέχεται
127154	G71476	ἡμᾶς
127155	G71219	διὰ
127156	G73651	τοῦτο
127157	G71438	ἐὰν
127158	G72056	ἔλθω
127159	G75126	ὑπομνήσω
127160	G70838	αὐτοῦ
127161	G73459	τὰ
127162	G72034	ἔργα
127163	G73613	ἃ
127164	G74030	ποιεῖ
127165	G73043	λόγοις
127166	G74061	πονηροῖς
127167	G75241	φλυαρῶν
127168	G71476	ἡμᾶς
127169	G72518	καὶ
127170	G73244	μὴ
127171	G70707	ἀρκούμενος
127172	G71902	ἐπὶ
127173	G73651	τούτοις
127174	G73650	οὔτε
127175	G70838	αὐτὸς
127176	G71918	ἐπιδέχεται
127177	G73459	τοὺς
127178	G70081	ἀδελφοὺς
127179	G72518	καὶ
127180	G73459	τοὺς
127181	G71009	βουλομένους
127182	G72954	κωλύει
127183	G72518	καὶ
127184	G71527	ἐκ
127185	G73459	τῆς
127186	G71568	ἐκκλησίας
127187	G71536	ἐκβάλλει
127188	G70027	Ἀγαπητέ
127189	G73244	μὴ
127190	G73276	μιμοῦ
127191	G73459	τὸ
127192	G72541	κακὸν
127193	G70236	ἀλλὰ
127194	G73459	τὸ
127195	G70017	ἀγαθόν
127196	G73459	ὁ
127197	G70014	ἀγαθοποιῶν
127198	G71527	ἐκ
127199	G73459	τοῦ
127200	G72301	θεοῦ
127201	G71503	ἐστιν
127202	G73459	ὁ
127203	G72539	κακοποιῶν
127204	G73628	οὐχ
127205	G73583	ἑώρακεν
127206	G73459	τὸν
127207	G72301	θεόν
127208	G71213	Δημητρίῳ
127209	G73128	μεμαρτύρηται
127210	G75105	ὑπὸ
127211	G73827	πάντων
127212	G72518	καὶ
127213	G75105	ὑπὸ
127214	G70838	αὐτῆς
127215	G73459	τῆς
127216	G70226	ἀληθείας
127217	G72518	καὶ
127218	G71476	ἡμεῖς
127219	G71158	δὲ
127220	G73128	μαρτυροῦμεν
127221	G72518	καὶ
127222	G73479	οἶδας
127223	G73627	ὅτι
127224	G73459	ἡ
127225	G73129	μαρτυρία
127226	G71476	ἡμῶν
127227	G70228	ἀληθής
127228	G71503	ἐστιν
127229	G74054	Πολλὰ
127230	G72182	εἶχον
127231	G71122	γράψαι
127232	G74631	σοι
127233	G70236	ἀλλ’
127234	G73628	οὐ
127235	G72294	θέλω
127236	G71219	διὰ
127237	G73169	μέλανος
127238	G72518	καὶ
127239	G72548	καλάμου
127240	G74631	σοι
127241	G71122	γράφειν
127242	G71672	ἐλπίζω
127243	G71158	δὲ
127244	G72100	εὐθέως
127245	G74631	σε
127246	G73583	ἰδεῖν
127247	G72518	καὶ
127248	G74612	στόμα
127249	G74182	πρὸς
127250	G74612	στόμα
127251	G72968	λαλήσομεν
127252	G71507	Εἰρήνη
127253	G74631	σοι
127254	G70774	ἀσπάζονταί
127255	G74631	σε
127256	G73459	οἱ
127257	G75230	φίλοι
127258	G70774	ἀσπάζου
127259	G73459	τοὺς
127260	G75230	φίλους
127261	G72579	κατ’
127262	G73561	ὄνομα
127263	G72438	Ἰούδας
127264	G72409	Ἰησοῦ
127265	G75388	Χριστοῦ
127266	G71401	δοῦλος
127267	G70081	ἀδελφὸς
127268	G71158	δὲ
127269	G72370	Ἰακώβου
127270	G73459	τοῖς
127271	G71713	ἐν
127272	G72301	θεῷ
127273	G73833	πατρὶ
127274	G70025	ἠγαπημένοις
127275	G72518	καὶ
127276	G72409	Ἰησοῦ
127277	G75388	Χριστῷ
127278	G74940	τετηρημένοις
127279	G72806	κλητοῖς
127280	G71649	ἔλεος
127281	G74631	ὑμῖν
127282	G72518	καὶ
127283	G71507	εἰρήνη
127284	G72518	καὶ
127285	G70026	ἀγάπη
127286	G74000	πληθυνθείη
127287	G70027	Ἀγαπητοί
127288	G73827	πᾶσαν
127289	G74568	σπουδὴν
127290	G74030	ποιούμενος
127291	G71122	γράφειν
127292	G74631	ὑμῖν
127293	G73883	περὶ
127294	G73459	τῆς
127295	G72824	κοινῆς
127296	G71476	ἡμῶν
127297	G74853	σωτηρίας
127298	G70323	ἀνάγκην
127299	G72182	ἔσχον
127300	G71122	γράψαι
127301	G74631	ὑμῖν
127302	G73740	παρακαλῶν
127303	G71857	ἐπαγωνίζεσθαι
127304	G73459	τῇ
127305	G70531	ἅπαξ
127306	G73730	παραδοθείσῃ
127307	G73459	τοῖς
127308	G70041	ἁγίοις
127309	G73975	πίστει
127310	G73791	παρεισέδυσαν
127311	G71060	γάρ
127312	G74957	τινες
127313	G70448	ἄνθρωποι
127314	G73459	οἱ
127315	G73691	πάλαι
127316	G74139	προγεγραμμένοι
127317	G71511	εἰς
127318	G73651	τοῦτο
127319	G73459	τὸ
127320	G72902	κρίμα
127321	G70757	ἀσεβεῖς
127322	G73459	τὴν
127323	G73459	τοῦ
127324	G72301	θεοῦ
127325	G71476	ἡμῶν
127326	G75329	χάριτα
127327	G73228	μετατιθέντες
127328	G71511	εἰς
127329	G70758	ἀσέλγειαν
127330	G72518	καὶ
127331	G73459	τὸν
127332	G73315	μόνον
127333	G71201	δεσπότην
127334	G72518	καὶ
127335	G72949	κύριον
127336	G71476	ἡμῶν
127337	G72409	Ἰησοῦν
127338	G75388	Χριστὸν
127339	G70713	ἀρνούμενοι
127340	G75126	Ὑπομνῆσαι
127341	G71158	δὲ
127342	G74631	ὑμᾶς
127343	G71009	βούλομαι
127344	G73583	εἰδότας
127345	G74631	ὑμᾶς
127346	G70531	ἅπαξ
127347	G73827	πάντα
127348	G73627	ὅτι
127349	G72409	Ἰησοῦς
127350	G72981	λαὸν
127351	G71527	ἐκ
127352	G71090	γῆς
127353	G70127	Αἰγύπτου
127354	G74844	σώσας
127355	G73459	τὸ
127356	G71205	δεύτερον
127357	G73459	τοὺς
127358	G73244	μὴ
127359	G73973	πιστεύσαντας
127360	G70617	ἀπώλεσεν
127361	G70033	ἀγγέλους
127362	G74894	τε
127363	G73459	τοὺς
127364	G73244	μὴ
127365	G74940	τηρήσαντας
127366	G73459	τὴν
127367	G71440	ἑαυτῶν
127368	G70739	ἀρχὴν
127369	G70236	ἀλλὰ
127370	G70616	ἀπολιπόντας
127371	G73459	τὸ
127372	G72382	ἴδιον
127373	G73485	οἰκητήριον
127374	G71511	εἰς
127375	G72905	κρίσιν
127376	G73156	μεγάλης
127377	G72238	ἡμέρας
127378	G71197	δεσμοῖς
127379	G70128	ἀϊδίοις
127380	G75105	ὑπὸ
127381	G72208	ζόφον
127382	G74940	τετήρηκεν
127383	G75452	ὡς
127384	G74532	Σόδομα
127385	G72518	καὶ
127386	G71113	Γόμορρα
127387	G72518	καὶ
127388	G73459	αἱ
127389	G73883	περὶ
127390	G70838	αὐτὰς
127391	G74042	πόλεις
127392	G73459	τὸν
127393	G73539	ὅμοιον
127394	G75009	τρόπον
127395	G73651	τούτοις
127396	G71601	ἐκπορνεύσασαι
127397	G72518	καὶ
127398	G70563	ἀπελθοῦσαι
127399	G73569	ὀπίσω
127400	G74424	σαρκὸς
127401	G72074	ἑτέρας
127402	G74162	πρόκεινται
127403	G71161	δεῖγμα
127404	G74309	πυρὸς
127405	G70167	αἰωνίου
127406	G71347	δίκην
127407	G75100	ὑπέχουσαι
127408	G73543	Ὁμοίως
127409	G73187	μέντοι
127410	G72518	καὶ
127411	G73651	οὗτοι
127412	G71790	ἐνυπνιαζόμενοι
127413	G74424	σάρκα
127414	G73183	μὲν
127415	G73268	μιαίνουσιν
127416	G72950	κυριότητα
127417	G71158	δὲ
127418	G70115	ἀθετοῦσιν
127419	G71392	δόξας
127420	G71158	δὲ
