G1	alpha
G4847	(pass.) to be tossed about
G4848	to throw off
G4849	to throw
G4850	Rehoboam
G4851	Rhoda
G4852	Rhodes
G4853	with a roar
G4854	Rompha
G4855	(long) sword
G4856	downward movement
G4857	Reuben
G4858	Ruth
G4859	Rufus
G4860	street
G4861	to rescue
G4862	to be vile
G4863	(pass.) to be fouled
G4864	(moral) filth
G4865	shabby
G4866	dirt
G4867	to defile
G4868	flow (of blood)
G4869	wrinkle
G4870	Roman
G4871	Roman
G4872	in Latin (language)
G4873	Rome
G4874	to be strong
G4876	sabachthani (Aramaic: <i>you have forsaken me</i>)
G4877	Almighty [<i>of Hosts</i>]
G4878	Sabbath-rest
G4879	Sabbath
G4880	(large) dragnet
G4881	Sadducee
G4882	Zadok
G4883	(pass.) to be unsettled
G4884	sackcloth
G4885	Sala
G4886	Shealtiel
G4887	Salamis
G4887	Salamis
G4888	to shake up
G4889	Salem
G4890	Salim
G4891	Salmon
G4892	Salmone
G4893	tossing motion
G4894	trumpet
G4895	to sound a trumpet
G4896	trumpeter
G4897	Salome
G4898	Solomon
G4899	Samaria
G4901	Samaritan
G4902	Samaritan
G4903	Samothrace
G4904	Samos
G4905	Samuel
G4906	Sepphoris
G4907	Samson
G4908	sandal
G4909	plank
G4910	Saul
G4911	bad
G4912	Sapphira
G4913	sapphire stone
G4914	(large flexible) basket
G4915	Sardis
G4916	carnelian
G4917	carnelian (a reddish precious stone)
G4918	sardonyx (a variety of agate)
G4919	Zarephath
G4920	material
G4921	fleshly
G4922	flesh
G4923	Serug
G4924	to sweep
G4925	Sarah
G4926	Sharon
G4927	Satan
G4928	Satan
G4929	seah (dry measure of about 12 quarts)
G4930	Saul
G4931	to extinguish
G4932	yourself
G4933	to worship
G4934	object of worship
G4935	(a.) revered
G4936	(mid.) to worship
G4937	chain
G4938	pit
G4939	earthquake
G4940	to cause to shake
G4941	Secundus
G4942	Seleucia
G4943	moon
G4944	(pass.) to have a seizure
G4946	Semein
G4947	finely ground flour
G4948	worthy of respect
G4949	holiness
G4950	Sergius
G4952	Serug
G4953	Seth
G4954	Shem
G4955	to make known
G4956	(miraculous) sign
G4957	(mid.) to take special note of
G4958	today
G4960	to rot
G4961	silken
G4962	moth
G4963	moth-eaten
G4964	to strengthen
G4965	cheek
G4966	to be disturbed
G4967	to be or become silent
G4968	silence
G4969	made of iron
G4970	iron
G4971	made of iron
G4972	Sidon
G4973	Sidonian
G4974	terrorist
G4975	fermented drink
G4976	Silas
G4977	Silas
G4978	Siloam
G4979	Simaias
G4980	apron
G4981	Simon
G4982	Sinai
G4983	mustard plant
G4984	linen (cloth or garment)
G4985	to sift
G4986	made of silk
G4987	dungeon
G4988	fattened
G4989	(food made from) grain
G4990	fattened
G4991	measured allowance of food
G4992	wheat
G4993	Sychar
G4994	Zion
G4995	to be quiet
G4996	quietly
G4997	to cause to sin
G4998	stumbling block
G4999	to dig
G5000	Scarioth
G5002	lifeboat
G5003	leg
G5004	clothing
G5005	Sceva
G5006	(ship's) tackle
G5007	possession
G5008	tabernacle
G5009	(Feast of) Tabernacles
G5010	tentmaker
G5011	tent
G5012	to live
G5013	tent
G5014	shadow
G5015	to leap
G5016	hardness of heart
G5017	hard
G5018	hardness
G5019	stiff-necked
G5020	to harden (the heart)
G5021	crooked
G5022	thorn
G5023	to watch out for
G5024	goal
G5025	to scatter
G5026	scorpion
G5027	dark
G5028	darkness
G5029	(pass.) to be or become dark
G5030	darkness
G5031	(pass.) to be or become darkened
G5032	rubbish
G5033	Scythian
G5034	to look somber
G5035	to bother
G5036	(pl.) spoils
G5037	eaten by worms
G5038	worm
G5039	(of) emerald
G5040	emerald
G5043	myrrh
G5045	Smyrnaean
G5046	to mix with myrrh
G5047	Sodom
G5048	Solomon
G5049	coffin
G5050	(s.) your
G5051	piece of cloth
G5052	Susanna
G5053	wisdom (either secular or divine). Christ is called <i>the wisdom of God</i> in <a href="B:530 1:24">1Co 1:24</a>
G5054	to make wise
G5055	wise
G5056	Spain
G5057	to convulse
G5058	to wrap (in cloth)
G5059	to live in pleasure
G5060	(mid.) to draw (a sword)
G5061	company of soldiers
G5062	to sow seed
G5063	executioner
G5064	(pass.) to be poured out like a drink offering
G5065	seed
G5066	babbler
G5067	to hurry
G5068	den
G5069	blemish
G5070	stain
G5071	to corrupt
G5072	to have compassion on
G5073	inward parts of body: intestines
G5074	sponge
G5075	ashes
G5076	seed
G5077	what is sown
G5078	seed
G5079	to be eager
G5080	zealous
G5082	hurry
G5083	basket
G5084	arena
G5085	jar
G5086	insurrectionist
G5087	continuance
G5088	four-drachma coin
G5089	cross
G5090	to crucify
G5091	(bunch of) grapes
G5092	head of grain
G5094	roof
G5095	to put up with
G5096	(state of) barrenness
G5097	(mid.) to avoid
G5098	wreath
G5099	groan
G5100	to groan
G5101	narrow
G5102	(pass.) to be crushed
G5103	distress
G5104	solid
G5105	to make strong
G5106	firmness
G5107	Stephanas
G5108	Stephen
G5110	to crown
G5111	chest
G5112	to stand
G5113	security
G5114	to strengthen
G5115	leafy branch
G5116	mark
G5117	instant
G5118	to dazzle
G5119	covered colonnade
G5120	leafy branch
G5121	Stoic
G5122	principle
G5123	to follow
G5124	(flowing) robe
G5125	mouth
G5126	stomach
G5127	warfare
G5128	army
G5129	(mid.) to serve as a soldier
G5130	magistrate
G5131	host
G5132	soldier
G5133	to gather an army
G5134	military commander
G5135	military commander
G5136	army
G5137	to distort
G5138	to turn
G5139	to live in luxury
G5140	luxury
G5141	sparrow
G5142	to spread out
G5143	to spread out
G5144	hated
G5145	to be gloomy
G5146	pillar
G5148	you
G5149	family
G5150	family
G5151	(female) relative
G5152	concession
G5153	to sit with
G5154	to sit down together
G5155	to suffer together with
G5156	(pass.) to be mistreated with
G5157	(act.) to call together
G5158	to conceal
G5159	(pass.) to be bent over
G5160	to come
G5161	agreement
G5162	to agree
G5163	(mid.) to consent
G5164	(pass.) to be added
G5165	to recline together
G5166	to combine
G5167	to stir up
G5168	to catch (fish hemmed up in a net)
G5169	inheriting together
G5170	to share with
G5171	sharer
G5172	to bury
G5173	to express
G5174	to bend over
G5175	event that just happens
G5176	to rejoice with
G5177	to baffle
G5178	to associate with
G5179	to baffle
G5180	uproar
G5181	to permit
G5182	to live with
G5183	to join together
G5184	to discuss
G5185	dispute
G5186	philosopher
G5187	yokefellow
G5188	to make alive with (someone)
G5189	mulberry tree
G5190	fig tree
G5191	sycamore-fig tree
G5192	fig
G5193	to accuse falsely
G5194	to take captive
G5195	to rob
G5196	to talk with
G5197	to seize
G5198	to pick
G5199	to discuss together
G5200	(pass.) to be deeply distressed
G5201	to happen
G5202	to dispute with
G5203	to reign with
G5204	(pass.) to be held together
G5205	to advise
G5206	plan
G5207	counselor
G5208	Simeon
G5209	fellow disciple
G5210	to testify with
G5211	to share with
G5212	sharing with
G5213	fellow imitator
G5214	(pass.) to become like
G5215	conformed
G5216	to give the same form
G5217	to sympathize with
G5218	sympathetic
G5219	(mid.) to come together
G5220	(pass.) to be mutually encouraged
G5221	to take along with
G5222	to stay with (someone) to help
G5223	to be present with
G5224	to suffer with
G5225	to send with
G5226	to surround
G5227	to put one's arms around
G5228	to drink with
G5229	to collapse
G5230	(pass.) to be swamped
G5231	to choke
G5232	fellow citizen
G5233	to go with
G5234	common meal
G5235	group
G5236	fellow elder
G5237	to bring together
G5238	to agree with
G5239	beneficial
G5240	to burden together with others
G5241	(pl.) one's own countrymen
G5242	united
G5243	to grow up with
G5244	to agree with
G5245	harmony
G5246	music
G5247	mutually consenting
G5248	to calculate
G5249	united in spirit
G5250	with
G5251	to gather together
G5252	synagogue
G5253	to join in a struggle
G5254	to contend at one's side
G5255	to bring together
G5256	to settle (monetary accounts)
G5257	fellow prisoner
G5258	to follow
G5259	to eat with
G5260	to be made captive together with
G5261	to reconcile
G5262	to come with
G5263	to eat with
G5264	to associate with
G5265	to find rest together
G5266	to associate with
G5267	to meet
G5268	meeting
G5269	to help
G5270	(pass.) to be led away
G5271	to die with
G5272	(mid.) to die with
G5273	to send with
G5274	(pass.) to be joined together
G5275	to seize
G5277	to grow together
G5278	bond
G5279	(pass.) to be imprisoned with
G5280	(pass.) to be glorified with
G5281	fellow servant
G5282	running together
G5283	to raise up with
G5284	Sanhedrin
G5285	member of the council
G5287	conscience
G5289	to be with
G5291	to enter together with
G5292	traveling companion
G5293	chosen together with
G5294	to go out with
G5295	to drive
G5296	to testify at the same time
G5297	fellow overseer
G5298	(mid.) to join in an accusation
G5299	to accompany
G5300	to work together
G5301	fellow worker
G5302	to come together
G5303	to eat with
G5304	understanding
G5305	intelligent
G5306	to approve of
G5307	to partake in a feast together
G5308	to join in an attack
G5309	to cover (ears)
G5310	to delight in agreement
G5311	custom
G5312	person of one's own age
G5313	(pass.) to be buried with
G5314	(pass.) to be broken to pieces
G5315	to press around
G5316	to break
G5317	to understand
G5318	see <a href="S:συνίστημι"/>συνίστημι</a>
G5319	to commend
G5321	to travel with
G5322	company of travelers
G5323	to share knowledge with
G5324	to live with
G5325	(pass.) to be built up together
G5326	to talk with
G5327	to be next door to
G5328	to realize
G5329	neighboring country
G5330	anguish
G5331	to throw into confusion
G5332	to command
G5333	end
G5334	to finish
G5335	to cut short
G5336	one who follows the same trade
G5337	to protect
G5338	(mid.) to agree
G5339	briefly
G5340	to run together
G5341	to break
G5342	ruin
G5343	brought up with (in a family)
G5344	to come together with
G5345	Syntyche
G5346	occurrence
G5347	to join in one's hypocrisy
G5348	to join to help
G5349	to join in the pains of childbirth
G5350	plot
G5351	Syrian woman
G5352	Syracuse
G5353	Syria
G5354	Syrian
G5355	woman of Syrian Phoenicia
G5357	to dash together
G5358	Syrtis
G5359	to drag
G5360	to cause to convulse
G5361	signal
G5362	co-member of a body
G5363	fellow insurrectionist
G5364	commendatory
G5365	(pass.) to be crucified with
G5366	to wrap up
G5367	to join in groaning
G5368	to correspond
G5369	fellow soldier
G5370	to gather up
G5371	commotion
G5372	(mid.) to conform to a pattern or mold
G5373	Sychar
G5374	Shechem
G5375	slaughter
G5376	offering for slaughter
G5377	to kill
G5379	very
G5380	violently
G5381	to seal
G5382	seal
G5383	ankle
G5384	ankle or heel
G5385	nearly
G5386	form
G5387	to tear
G5388	tear
G5389	(pl.) cords
G5390	to devote oneself to
G5391	lecture hall
G5392	to save
G5393	body
G5394	bodily
G5396	Sopater
G5397	to heap up
G5398	Sosthenes
G5399	Sosipater
G5400	Savior
G5401	salvation
G5403	bringing salvation
G5404	to be in a right state of mind
G5405	to train
G5406	self-discipline
G5407	in self-control
G5408	propriety
G5409	self-controlled
G5411	tavern
G5412	Tabitha
G5413	turn
G5414	appointed
G5415	to grieve
G5416	misery
G5417	wretched
G5418	weighing a talent (about 57 to 80 lbs.)
G5419	talent (weight and monetary unit
G5420	talitha (Aramaic: <i>little girl</i>)
G5421	room
G5422	concerning the present
G5423	order
G5424	humble
G5425	humility
G5426	humble
G5427	(act.) to humble (oneself)
G5428	humbleness
G5429	to trouble
G5430	disturbance
G5431	commotion
G5432	Tarsus
G5433	Tarsus
G5434	to send to hell
G5435	(act./mid.) to appoint
G5436	bull
G5438	burial place
G5439	tomb
G5440	perhaps
G5441	quickly
G5442	swift
G5443	quickness
G5444	quick
G5445	and
G5446	wall
G5447	convincing proof
G5448	dear children
G5449	to have children
G5450	childbearing
G5451	child
G5452	to bring up children
G5453	to bear (a child)
G5454	carpenter
G5455	perfect
G5456	perfection
G5457	to perfect
G5459	perfection
G5461	to mature (to fruitfulness)
G5462	to die
G5463	death
G5464	to finish
G5465	end
G5467	tax collector
G5468	tax collector's booth
G5469	wonder
G5470	Tertius
G5471	Tertullus
G5472	Tertullus
G5473	forty
G5474	(of) forty years
G5475	four
G5476	fourteenth
G5478	(of) forty years
G5479	fourth (day)
G5480	fourth in a series or collection
G5481	square
G5482	squad of four soldiers
G5483	four thousand
G5484	four hundred
G5485	(for) four months
G5486	four times (as much)
G5487	four times (as much)
G5488	four-footed
G5489	to be a tetrarch
G5490	tetrarch
G5491	to reduce to ashes by fire
G5492	skill
G5493	craftsman
G5494	(pass.) to be melted
G5495	clearly
G5496	so great
G5497	at that time
G5498	to keep
G5499	jail
G5500	Tiberias
G5501	Tiberius
G5502	(act.) to place
G5503	to give birth to
G5504	to pick (heads of grain)
G5505	Timaeus
G5506	to honor
G5507	honor
G5508	precious
G5509	wealth
G5510	Timothy
G5511	Timon
G5512	to punish
G5513	punishment
G5514	to pay (a price or penalty)
G5515	who?
G5517	Titius
G5518	sign
G5519	Titus
G5521	therefore
G5523	then
G5524	such as this
G5525	such
G5526	wall
G5527	interest (on a monetary loan)
G5528	to dare
G5529	bold
G5530	rather boldly
G5531	rather boldly
G5532	bold man
G5533	cutting
G5534	bow (weapon)
G5535	topaz (a bright yellow precious stone)
G5536	place
G5537	so great
G5538	then
G5539	but
G5540	named
G5542	that is to say
G5543	male goat
G5544	table
G5545	banker
G5546	(pl.) wounds
G5547	to wound
G5548	(pass.) to be laid bare
G5549	neck
G5550	rough
G5551	Traconitis
G5552	three
G5553	Three Taverns
G5554	to tremble
G5555	to care for
G5556	to run
G5557	eye (the hole in a needle through which thread is passed)
G5558	thirty
G5559	three hundred
G5560	thistle
G5561	path
G5562	(for) three years
G5563	to gnash
G5564	a period of three months
G5565	three times
G5566	third story (of a building)
G5567	three thousand
G5569	third
G5570	made of hair
G5571	trembling
G5572	shifting
G5573	manner
G5574	to endure
G5575	food
G5576	Trophimus
G5577	mother
G5578	to care for (as a nurse)
G5579	path
G5580	wheel
G5581	bowl
G5582	to gather or pick (grapes)
G5583	(pl.) doves
G5584	eye (the tear-drop shaped hole of a needle through which thread is passed)
G5585	eye (of a needle)
G5586	Tryphena
G5587	to live in luxury
G5588	luxury
G5589	Tryphosa
G5590	Troas
G5591	Trogyllium
G5592	to eat
G5593	to take part in
G5594	(pass.) to be tortured
G5595	as an example
G5596	pattern
G5597	to strike
G5598	Tyrannus
G5600	(mid.) trouble oneself
G5601	Tyrian
G5602	Tyre
G5603	blind
G5604	to cause blindness
G5605	(pass.) to be or become conceited
G5606	(pass.) to smolder
G5607	of hurricane force
G5608	Tychicus
G5610	dark blue
G5611	jacinth
G5612	of glass
G5613	glass
G5614	to insult
G5615	insult
G5616	insolent man
G5617	to be healthy
G5618	healthy
G5619	moist
G5620	water jar
G5621	to drink water (exclusively)
G5622	suffering from dropsy (edema
G5623	water
G5624	rain
G5625	adoption as sons
G5626	son
G5627	forest
G5628	Hymenaeus
G5629	(pl.) your
G5630	to sing hymns
G5631	hymn
G5632	to go (away)
G5633	obedience
G5634	to obey
G5635	married
G5636	to go out to meet
G5637	meeting
G5638	property
G5639	to have
G5640	to submit
G5641	opposing
G5642	(acc.) above
G5643	to become conceited
G5644	past one's prime
G5645	far above
G5646	to shield
G5647	to grow more and more
G5648	to wrong
G5649	more severely
G5650	to go beyond
G5651	all-surpassing
G5654	beyond
G5655	immeasurably
G5656	beyond all measure
G5657	to go too far
G5658	(pass.) to be running over
G5659	to intercede
G5660	to govern
G5661	arrogance
G5662	proud
G5663	exceedingly
G5664	to thoroughly conquer
G5665	boastful
G5666	to overlook
G5667	authority
G5668	to increase all the more
G5669	beyond all measure
G5670	to be (greatly) abundant
G5671	to exalt to the highest place
G5672	to think too highly of oneself
G5673	upstairs room
G5674	to experience
G5675	obedient
G5676	to serve
G5677	servant
G5678	sleep
G5679	(gen.) by
G5680	to secretly persuade
G5681	example
G5682	example
G5683	to show
G5684	to show
G5685	to welcome
G5686	(mid.) to put on (sandals)
G5687	sandal
G5688	accountable
G5689	donkey
G5690	to undergird
G5691	(pp.*) under
G5692	to lie below
G5693	to pretend
G5694	hypocrisy (an extension of an actor in a play
G5695	hypocrite (an extension of an actor in a play
G5696	to take up
G5697	window
G5698	remnant
G5699	(pass.) to be left
G5700	pit for a winepress
G5701	to leave behind
G5702	to stay behind
G5703	to remind
G5704	reminder
G5705	perseverance
G5706	to think
G5707	suspicion
G5708	to wear out
G5709	to sail to the lee of
G5710	to blow gently (of wind)
G5711	footstool
G5712	confidence
G5713	(act.) to draw back
G5714	shrinking back
G5715	to turn back toward
G5716	to spread out
G5717	obedience
G5718	to put in subjection
G5719	(act.) to risk
G5720	to sail to the lee of
G5721	example
G5722	to endure
G5723	to withdraw
G5725	female pig
G5726	javelin
G5727	hyssop
G5728	to lack
G5729	what is lacking
G5730	need
G5731	(comp.) later
G5732	to weave
G5733	woven
G5734	high
G5735	to be arrogant
G5736	highest
G5737	height
G5738	to lift up
G5739	height
G5741	glutton
G5742	cloak
G5743	(act.) to shine
G5744	Peleg
G5745	visible
G5746	(act.) to reveal
G5748	manifestation
G5749	torch
G5750	Phanuel
G5751	(pass.) to become visible
G5752	pomp
G5753	ghost
G5754	valley
G5755	Pharaoh
G5756	Perez
G5757	Pharisee
G5758	witchcraft
G5759	magician
G5760	magic potion
G5761	one who practices magical arts
G5762	news
G5763	to claim
G5764	manger
G5765	evil
G5766	light
G5767	to spare
G5768	sparingly
G5769	cloak
G5770	to bring
G5771	flee
G5772	Felix
G5773	news
G5774	to say
G5775	to spread (news) by saying
G5776	Festus
G5777	to precede
G5778	perishable
G5779	to speak
G5780	to destroy
G5781	pertaining to the (late) autumn
G5782	voice
G5783	to envy
G5784	envy
G5785	perishableness
G5786	bowl
G5787	loving what is good
G5788	Philadelphia
G5789	brotherly love
G5790	loving as brothers
G5791	loving one's husband
G5792	love
G5793	in kindness
G5794	love of money
G5795	money-loving
G5796	loving oneself
G5797	to love
G5798	loving pleasure
G5799	kiss
G5800	Philemon
G5801	Philetus
G5802	friendship
G5803	Philippian
G5804	Philippi
G5805	Philip
G5806	loving God
G5807	Philologus
G5808	dispute
G5809	contentious
G5810	hospitality
G5811	hospitable
G5812	to love to be first
G5813	(a.) friendly
G5814	philosophy
G5815	philosopher
G5816	devoted
G5817	loving one's children
G5818	to have an ambition
G5819	hospitably
G5820	well disposed
G5821	to muzzle
G5823	Phlegon
G5824	to set on fire
G5825	flame
G5826	to gossip
G5827	gossipy
G5828	to fear
G5829	fearful
G5831	fearful event
G5832	fear
G5833	Phoebe
G5834	Phoenicia
G5836	palm tree
G5838	murderer
G5839	to commit murder
G5840	murder
G5841	to wear
G5842	forum
G5843	tax
G5844	to load down (with a burden)
G5845	burden
G5846	cargo
G5847	Fortunatus
G5848	whip
G5849	to flog
G5850	barrier
G5851	to explain
G5852	to shut
G5853	well
G5854	to deceive
G5855	deceiver
G5856	(pl.) thinking
G5857	to shudder
G5858	to think
G5859	mind
G5860	wisdom
G5861	wise
G5863	to be careful
G5864	to guard
G5865	to rage
G5866	brushwood
G5867	Phrygia
G5868	(tr.) to cause to become a fugitive
G5869	Phygelus
G5870	flight
G5871	prison
G5872	to imprison
G5873	phylactery
G5874	guard
G5875	to obey
G5876	tribe
G5877	leaf
G5878	lump (of clay)
G5879	pertaining to things of nature: natural
G5881	to puff up
G5882	nature
G5883	arrogance
G5884	plant
G5885	to plant
G5886	to grow up
G5887	hole (in the ground)
G5888	to call (out)
G5889	voice
G5890	light
G5891	star
G5892	light-bearing
G5893	full of light
G5894	to give light
G5895	light
G5897	to rejoice
G5898	hail
G5899	to lower
G5900	Chaldean
G5901	difficult
G5902	to keep in check
G5903	bit
G5904	to bridle
G5905	made of bronze
G5906	metalworker
G5907	chalcedony
G5908	(copper or bronze) kettle
G5909	burnished bronze
G5910	copper
G5911	made of bronze
G5912	to the ground
G5913	Canaan
G5914	Canaanite
G5915	joy
G5916	mark
G5917	exact representation
G5918	barricade
G5919	to give grace
G5920	therefore
G5921	grace
G5922	gracious gift
G5923	to give graciously
G5924	Haran
G5925	(papyrus) paper
G5926	chasm
G5927	lip
G5928	(pass.) to be battered in a storm
G5929	valley
G5930	winter
G5931	hand
G5932	to lead by the hand
G5933	someone who leads by the hand
G5934	written code
G5935	hand-made
G5936	to appoint
G5937	worse (than)
G5938	(pl.) cherubim
G5939	widow
G5940	yesterday
G5941	military officer
G5942	thousand
G5943	thousand
G5944	Kios
G5945	tunic
G5946	snow
G5948	robe
G5949	to sneer
G5950	lukewarm
G5951	Chloe
G5952	light green
G5953	666
G5954	made of dust
G5955	(almost one liter or) quart
G5956	pig
G5957	to be angry
G5958	gall
G5959	dust
G5960	Korazin
G5961	to supply
G5962	dance
G5963	to feed
G5964	food
G5965	grass
G5966	Cuza
G5967	dust
G5968	to make use of
G5970	need
G5971	debtor
G5973	it should
G5974	to need
G5975	money
G5976	to warn
G5977	proclamation or answer from God
G5978	pertaining to value
G5979	relations
G5980	to be kind
G5981	smooth talk
G5982	easy
G5983	kindness
G5984	anointing
G5985	Christian
G5986	Christ
G5987	to anoint (physically
G5988	to take a long time
G5989	time
G5990	to spend time
G5991	made of gold
G5992	gold
G5993	having or wearing a gold ring
G5994	chrysolite
G5995	chrysoprase (an apple-green quartz)
G5996	gold
G5997	made of gold
G5998	(pass.) to be adorned with gold
G5999	skin
G6000	lame
G6001	country
G6003	to go
G6004	to divide
G6005	place
G6006	(adv.) by itself
G6007	division
G6010	to sing hymns
G6011	Psalms (book of or section of OT)
G6012	false brother
G6013	false apostle
G6014	false
G6015	false teacher
G6016	false of speech
G6017	to lie
G6018	to give false testimony
G6019	false testimony
G6020	false witness
G6021	false prophet
G6022	lie
G6023	(pl.) false Christs
G6024	falsely called or identified
G6025	falsehood
G6026	liar
G6027	to touch
G6028	to calculate
G6029	stone
G6030	whispering gossip
G6031	gossip
G6032	bit
G6033	crumb
G6034	life
G6035	pertaining to the natural state: physical
G6036	cold
G6037	cold
G6038	(pass.) to grow cold
G6039	to feed
G6040	piece of bread
G6041	to rub
G6042	letter of the Greek alphabet
G6044	Obed
G6046	song
G6047	labor
G6048	to suffer the pains of childbirth
G6049	(pl.) shoulders
G6050	to buy
G6051	egg
G6052	hour
G6053	beautiful
G6054	to roar
G6056	as if
G6057	Hosanna! (exclamation of praise
G6058	in the same way
G6059	like
G6060	Hosea
G6062	like
G6063	a marker for introducing clauses: for this reason
G6064	ear
G6065	ear
G6066	value
G6067	to be of good use
G6068	valuable
G7000	here
G7005	see ἐγώ
G7007	see σύ
